u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,sample,subject
6.037776e+09,5.396668e+18,6.785400e+08,1.920061e+07,1.314363e+15,3.262254e+16,1.127934e+15,2.273829e+09,2.085905e+18,5.334086e+09,1.036659e+09,-2.386792e+18,-1.477558e+18,-2.255761e+18,4.596840e+09,1.471640e+19,1.098803e+08,3.190914e+08,5.974115e+16,5.003082e+16,7.154322e+16,0,87
4.939236e+09,2.449731e+18,1.108250e+09,9.271863e+07,1.019126e+16,5.710981e+16,-6.619098e+15,1.960133e+09,2.005584e+18,2.732342e+09,5.705935e+08,-6.432008e+17,-7.800996e+17,-7.611601e+17,3.525221e+09,9.406506e+18,3.614017e+08,4.116212e+08,1.194250e+17,5.777651e+17,9.744975e+16,0,3
4.262820e+09,1.534407e+18,1.505246e+09,4.780323e+07,8.684423e+15,3.109719e+16,1.598205e+15,1.723896e+09,1.745173e+18,2.977320e+09,5.616874e+08,-7.218629e+17,-7.403202e+17,-8.231513e+17,2.947111e+09,6.546155e+18,6.589809e+08,3.737346e+08,7.041796e+16,1.638503e+17,6.185091e+16,0,89
4.491902e+09,1.954886e+18,2.872279e+09,1.941762e+08,1.237500e+17,2.604875e+17,1.192156e+17,1.929675e+09,1.356643e+18,4.769483e+09,1.218462e+09,-2.869220e+18,-1.400928e+18,-2.930293e+18,3.327155e+09,7.246278e+18,4.981129e+08,1.227877e+09,8.751087e+17,2.232687e+18,6.464171e+17,0,94
5.654401e+09,2.133490e+18,3.717376e+08,1.447283e+07,-1.042848e+15,-1.994609e+16,2.495893e+14,2.413899e+09,3.271528e+18,6.563803e+09,1.193692e+09,-2.892111e+18,-1.985680e+18,-2.707262e+18,3.860046e+09,1.053592e+19,1.654014e+07,9.345258e+07,3.413483e+15,-1.364683e+17,8.651607e+14,0,23
4.212899e+09,1.432417e+18,2.090907e+09,1.388904e+08,7.261695e+16,1.644965e+17,7.666651e+16,1.768430e+09,1.565826e+18,3.246776e+09,6.227741e+08,-8.843616e+17,-7.786992e+17,-8.698649e+17,2.961722e+09,6.640176e+18,2.786140e+08,5.911996e+08,2.067054e+17,1.361924e+18,-4.319992e+16,0,84
5.534900e+09,4.388147e+18,2.678924e+09,3.604929e+08,3.542484e+17,7.551095e+17,4.148552e+17,1.991470e+09,2.199151e+18,3.478224e+09,6.513986e+08,-9.267445e+17,-9.321645e+17,-9.406606e+17,4.053884e+09,1.256614e+19,7.711990e+08,7.569521e+08,4.647610e+17,2.659281e+18,-1.227191e+17,0,91
3.631707e+09,4.115481e+17,6.767336e+07,2.615607e+06,-2.929392e+13,-1.169477e+15,-2.921283e+13,4.308520e+19,1.856334e+39,2.210289e+45,2.210289e+45,4.885378e+90,9.523075e+64,4.885379e+90,4.308520e+19,1.856334e+39,2.210289e+45,2.210289e+45,4.885378e+90,9.523075e+64,4.885378e+90,0,86
3.019417e+09,7.856163e+17,6.423853e+08,1.957340e+07,2.179733e+15,1.730579e+16,2.259989e+15,1.238436e+09,8.059536e+17,2.373480e+09,4.162272e+08,-4.011867e+17,-3.671775e+17,-3.745491e+17,2.124173e+09,3.192497e+18,1.000375e+08,1.291222e+08,2.350887e+15,2.205246e+17,-6.367934e+15,0,18
5.881101e+09,5.519960e+18,2.627716e+09,3.079487e+08,1.556610e+17,3.988036e+17,4.969108e+16,2.133581e+09,2.009654e+18,5.628081e+09,1.295649e+09,-3.490365e+18,-1.834425e+18,-3.365953e+18,4.463696e+09,1.404954e+19,3.547151e+09,1.608811e+09,1.199648e+18,-8.470879e+17,1.476760e+18,0,32
3.128966e+09,7.062760e+17,1.230014e+09,1.471339e+08,6.059450e+16,1.210962e+17,6.667279e+16,1.424520e+09,7.657690e+17,3.267588e+09,8.249649e+08,-1.265746e+18,-7.030204e+17,-1.403025e+18,2.254628e+09,3.285900e+18,3.249301e+08,3.641616e+08,3.124968e+14,5.804598e+17,-1.496639e+17,0,90
3.786538e+09,7.064448e+17,1.288935e+09,4.837374e+07,1.194943e+16,4.058642e+16,1.312633e+16,1.748278e+09,1.453581e+18,5.397688e+09,1.165244e+09,-2.455114e+18,-1.295786e+18,-3.023299e+18,2.588548e+09,4.186120e+18,7.914847e+06,4.158998e+08,-1.767735e+16,5.933907e+17,-3.139283e+16,0,92
2.852710e+09,3.193214e+17,6.997276e+08,2.887065e+07,1.410863e+15,1.205669e+16,1.624013e+15,4.040045e+19,1.632196e+39,2.533697e+45,2.533697e+45,6.419623e+90,1.023625e+65,6.419624e+90,4.040045e+19,1.632196e+39,2.533697e+45,2.533697e+45,6.419623e+90,1.023625e+65,6.419622e+90,0,102
6.071619e+09,2.246325e+18,1.679249e+09,7.057113e+07,1.667431e+16,9.808297e+16,1.665183e+16,2.641806e+09,3.817279e+18,6.173847e+09,1.211002e+09,-3.308706e+18,-2.365653e+18,-3.439399e+18,4.119170e+09,1.180644e+19,8.800810e+08,6.944064e+08,3.030989e+17,2.653654e+17,2.874031e+17,0,7
3.226826e+09,7.983504e+17,1.019305e+09,6.716067e+07,1.705693e+16,6.000807e+16,2.103201e+16,1.343468e+09,9.808242e+17,2.946123e+09,6.026030e+08,-8.016627e+17,-5.957776e+17,-7.346039e+17,2.236863e+09,3.668032e+18,9.692154e+07,2.738901e+08,4.841880e+15,4.878260e+17,-4.632138e+16,0,28
6.147450e+09,3.963104e+18,3.275022e+09,2.261453e+08,1.911752e+17,4.143385e+17,2.085555e+17,3.812046e+19,1.453169e+39,8.786602e+44,8.786602e+44,7.720438e+89,3.349493e+64,7.720439e+89,3.812046e+19,1.453169e+39,8.786602e+44,8.786602e+44,7.720438e+89,3.349493e+64,7.720437e+89,0,34
3.601497e+09,1.105778e+18,3.101286e+07,4.826598e+06,3.580694e+13,1.111834e+15,-3.730842e+11,1.450798e+09,1.295513e+18,2.179055e+09,4.268389e+08,-3.495856e+17,-4.562008e+17,-3.122010e+17,2.468066e+09,4.718602e+18,1.727062e+08,1.095355e+08,7.213838e+15,-8.595513e+16,3.980649e+14,0,1
6.353722e+09,4.462353e+18,1.986262e+09,2.010771e+08,1.260086e+17,4.245556e+17,1.482767e+17,2.512351e+09,2.996707e+18,5.205528e+09,1.164132e+09,-2.864736e+18,-2.015025e+18,-2.627150e+18,4.624722e+09,1.520257e+19,2.174345e+08,8.296994e+08,2.735728e+17,2.214634e+18,7.970581e+15,0,34
4.176748e+09,1.811871e+18,4.215916e+08,2.790389e+07,2.497941e+15,3.486828e+16,2.525121e+15,1.608952e+09,1.513542e+18,3.097434e+09,5.340698e+08,-6.837988e+17,-6.558033e+17,-6.742608e+17,2.946528e+09,6.635163e+18,2.728903e+08,1.482808e+08,8.412835e+14,-4.798006e+16,2.714156e+15,0,96
5.822748e+09,6.586792e+18,2.453548e+09,3.487417e+08,3.159316e+17,8.949700e+17,3.063035e+17,1.970196e+09,1.707314e+18,4.399010e+09,7.777468e+08,-1.436072e+18,-1.015731e+18,-1.535303e+18,4.517083e+09,1.509273e+19,1.169348e+09,1.057138e+09,1.035620e+18,1.843290e+18,3.059978e+17,0,93
3.613148e+09,1.606460e+18,1.213837e+09,1.346485e+08,4.454818e+16,1.618934e+17,5.438629e+16,1.340683e+09,1.010813e+18,2.978439e+09,5.593193e+08,-7.075564e+17,-5.558240e+17,-6.453902e+17,2.608137e+09,5.170128e+18,1.517813e+08,4.774743e+08,1.200888e+17,7.897353e+17,5.995968e+15,0,28
2.938306e+09,6.585254e+17,6.787343e+08,5.093002e+07,8.857818e+15,3.993762e+16,9.450976e+15,1.290110e+09,7.105800e+17,2.335108e+09,4.840446e+08,-5.142669e+17,-4.079957e+17,-5.094005e+17,2.095477e+09,3.134915e+18,1.056132e+08,1.954434e+08,8.753668e+15,2.761365e+17,-1.929825e+16,2,90
5.853709e+09,5.114716e+17,5.307249e+08,6.296810e+06,3.250442e+14,-2.381418e+15,2.916580e+14,3.003006e+09,4.688990e+18,1.051241e+10,1.866185e+09,-8.257012e+18,-4.032648e+18,-8.882596e+18,3.696311e+09,8.629952e+18,1.351045e+08,6.949590e+07,-5.671697e+15,-8.276025e+15,-5.417292e+15,0,99
6.655049e+09,7.762697e+18,5.226772e+09,4.176156e+08,5.888659e+17,1.136946e+18,6.143839e+17,2.285639e+09,2.536057e+18,4.190987e+09,8.666146e+08,-1.536435e+18,-1.324431e+18,-1.432799e+18,5.069898e+09,1.961047e+19,1.374745e+09,1.516120e+09,1.878760e+18,5.125306e+18,-7.669023e+16,0,17
4.615433e+09,2.501043e+18,9.814000e+08,1.510876e+08,5.268032e+16,2.152611e+17,5.383885e+16,3.826657e+19,1.464330e+39,1.290724e+45,1.290724e+45,1.665969e+90,4.939158e+64,1.665969e+90,3.826657e+19,1.464330e+39,1.290724e+45,1.290724e+45,1.665969e+90,4.939158e+64,1.665969e+90,0,101
4.449336e+09,1.873058e+18,7.939928e+08,3.076956e+07,4.809384e+15,3.929569e+16,2.871427e+15,1.793336e+09,1.702734e+18,3.362868e+09,7.210475e+08,-1.122710e+18,-9.408776e+17,-1.213970e+18,3.146422e+09,7.065927e+18,7.540494e+08,4.717783e+08,1.207752e+17,-1.829708e+17,1.275299e+17,0,89
4.046809e+09,1.294730e+17,4.764788e+08,3.771596e+06,-1.004406e+14,-1.348247e+15,-2.109679e+13,2.146140e+09,2.378424e+18,8.635585e+09,1.586654e+09,-5.871271e+18,-2.442933e+18,-5.777530e+18,2.505307e+09,3.700805e+18,1.908588e+08,7.779048e+07,-6.076935e+15,-1.176843e+17,-6.334000e+15,0,81
4.295767e+09,2.423302e+18,3.067706e+09,2.909309e+08,2.727543e+17,4.518108e+17,2.713327e+17,1.761158e+09,1.024078e+18,3.362307e+09,1.000037e+09,-1.296383e+18,-8.679062e+17,-1.135353e+18,3.300958e+09,7.398115e+18,7.552498e+08,1.418419e+09,1.192927e+18,2.718165e+18,6.685494e+17,0,50
4.280505e+09,1.525205e+18,3.126184e+09,2.232061e+08,1.311747e+17,2.096956e+17,7.822157e+16,3.736182e+19,1.395906e+39,1.582039e+45,1.582039e+45,2.502849e+90,5.910788e+64,2.502849e+90,3.736182e+19,1.395906e+39,1.582039e+45,1.582039e+45,2.502849e+90,5.910788e+64,2.502849e+90,0,39
7.285788e+09,8.343591e+18,2.806827e+08,6.231736e+07,2.876549e+15,5.117719e+16,3.753778e+15,2.729098e+09,2.804924e+18,5.654194e+09,1.324529e+09,-3.611269e+18,-2.210441e+18,-3.117086e+18,5.613127e+09,2.445141e+19,4.195799e+09,1.057564e+09,-5.762108e+17,-2.868866e+18,-7.070255e+17,0,2
5.086998e+09,1.110657e+18,1.301698e+09,2.142380e+07,3.047956e+15,2.059227e+16,4.193232e+15,2.318217e+09,3.046423e+18,5.031585e+09,1.009773e+09,-2.266888e+18,-1.761562e+18,-1.956290e+18,3.344699e+09,8.004855e+18,1.567360e+08,4.115068e+08,9.265033e+16,5.067102e+17,8.947699e+16,0,76
3.671957e+09,1.041765e+18,1.227335e+09,2.271180e+08,1.195827e+17,1.926655e+17,8.483389e+15,1.516420e+09,1.321497e+18,2.497623e+09,4.403494e+08,-4.311052e+17,-4.918584e+17,-4.487701e+17,2.524489e+09,4.990817e+18,5.668945e+08,4.910863e+08,2.241240e+17,7.937428e+17,8.370783e+16,0,89
3.910693e+09,1.223387e+18,2.908065e+07,5.256761e+06,5.737105e+13,3.943366e+15,6.476830e+12,1.572136e+09,1.539417e+18,2.553351e+09,4.557845e+08,-4.625779e+17,-5.474995e+17,-4.295604e+17,2.674423e+09,5.503258e+18,3.378046e+08,1.304249e+08,-8.401281e+15,-2.030695e+17,-1.237597e+16,0,74
3.613954e+09,1.500441e+18,8.850126e+08,7.528554e+07,1.210432e+16,7.161892e+16,1.088249e+16,1.350710e+09,1.081655e+18,2.619033e+09,4.642221e+08,-4.890344e+17,-4.724226e+17,-4.867101e+17,2.573943e+09,5.156516e+18,1.655260e+08,2.523331e+08,3.797779e+16,4.113712e+17,-1.734455e+16,0,29
2.585734e+09,4.248042e+17,9.524067e+08,5.421614e+07,1.219630e+16,3.530996e+16,1.267217e+16,1.211431e+09,5.358613e+17,2.265342e+09,5.153694e+08,-5.516568e+17,-3.753778e+17,-5.286693e+17,1.854273e+09,2.363984e+18,8.162361e+07,2.732540e+08,1.539055e+16,3.716020e+17,-2.955261e+16,0,90
3.770456e+09,3.024019e+18,8.440166e+08,1.095847e+08,3.230572e+16,1.868002e+17,2.946470e+16,1.225548e+09,6.502265e+17,2.284817e+09,4.252244e+08,-4.178713e+17,-3.424400e+17,-4.005099e+17,2.964404e+09,6.754238e+18,4.219868e+08,3.513073e+08,9.417343e+16,2.109662e+17,2.159600e+16,0,82
2.965904e+09,4.071927e+17,2.364447e+08,1.250691e+07,-3.274501e+14,5.977418e+14,-2.374927e+14,1.330445e+09,1.015902e+18,3.098308e+09,5.679808e+08,-7.482879e+17,-5.692912e+17,-7.880724e+17,1.958123e+09,2.675456e+18,3.130831e+05,8.762997e+07,-3.841767e+13,4.914456e+16,-3.736465e+14,0,102
3.562786e+09,5.104189e+17,2.406214e+08,1.820272e+06,-2.275173e+13,-1.225490e+15,-1.096733e+13,1.659236e+09,1.420223e+18,6.269610e+09,1.226461e+09,-3.386180e+18,-1.457467e+18,-3.285278e+18,2.371755e+09,3.733534e+18,7.437338e+07,1.579617e+08,-6.310316e+15,-2.417943e+17,-5.223863e+15,0,22
4.761348e+09,1.142085e+18,8.640817e+07,6.400363e+06,-2.658318e+13,-5.607806e+15,1.600898e+14,2.145236e+09,2.405146e+18,6.171216e+09,1.075589e+09,-2.660956e+18,-1.636941e+18,-2.459216e+18,3.213899e+09,6.964633e+18,5.200403e+07,7.254317e+07,1.272943e+15,-1.686599e+17,-3.694993e+15,0,70
5.953955e+09,2.866568e+18,1.041322e+08,4.546124e+06,6.158118e+13,2.190497e+15,1.070910e+13,2.512094e+09,3.065962e+18,7.275994e+09,1.300941e+09,-4.002435e+18,-2.277150e+18,-3.828863e+18,4.205154e+09,1.226077e+19,2.796096e+08,8.261655e+07,5.126733e+15,-2.807778e+17,-1.201979e+16,0,23
7.082588e+09,9.546073e+18,2.363085e+08,1.752238e+07,-8.416680e+14,-4.804646e+16,-4.095591e+14,2.266394e+09,3.138659e+18,3.775765e+09,6.156369e+08,-8.741694e+17,-1.048118e+18,-7.789051e+17,5.324470e+09,2.329408e+19,3.508267e+08,1.071307e+08,-1.011445e+16,-4.845937e+17,-2.222182e+16,0,41
6.330868e+09,5.755200e+18,1.259799e+09,8.982250e+07,-2.367512e+16,-1.056869e+17,-1.305635e+16,2.346733e+09,2.582025e+18,5.648356e+09,9.228815e+08,-1.831150e+18,-1.388630e+18,-2.045872e+18,4.727357e+09,1.662178e+19,7.267111e+08,4.039330e+08,1.386144e+17,-2.912993e+17,1.360603e+17,0,8
3.235017e+09,1.713265e+18,4.110604e+08,4.439217e+07,5.929855e+15,5.694131e+16,4.663754e+15,1.077865e+09,7.205845e+17,1.410217e+09,2.423100e+08,-1.382573e+17,-2.032063e+17,-1.336809e+17,2.386701e+09,4.656172e+18,8.623487e+08,2.711294e+08,3.839576e+16,-1.016416e+17,4.915448e+16,0,31
3.072835e+09,1.145477e+18,1.793950e+08,2.093309e+07,4.884585e+14,8.765561e+15,7.740263e+13,1.171702e+09,7.320032e+17,2.040734e+09,3.579654e+08,-2.898225e+17,-2.964505e+17,-2.568377e+17,2.224184e+09,3.876481e+18,3.266007e+07,5.424750e+07,-3.491687e+14,7.760316e+16,-2.677673e+15,0,13
5.125696e+09,2.804189e+18,7.263977e+08,5.194672e+07,-3.282444e+15,-5.945342e+15,-1.139360e+16,2.003525e+09,2.100706e+18,3.196136e+09,6.605713e+08,-9.507483e+17,-9.538095e+17,-1.002617e+18,3.676898e+09,9.751173e+18,5.713195e+07,2.396068e+08,2.656208e+16,2.112707e+17,2.745799e+16,0,3
6.734431e+09,6.945889e+18,2.416593e+09,6.641901e+08,8.412188e+17,1.749085e+18,9.313597e+17,2.343213e+09,3.100490e+18,3.363658e+09,6.454415e+08,-9.407891e+17,-1.131845e+18,-9.583508e+17,4.973622e+09,1.967244e+19,8.371804e+08,1.353338e+09,1.368815e+18,5.142329e+18,-1.347430e+17,0,104
1.349123e+10,1.839320e+19,1.484944e+08,4.147583e+07,3.087056e+15,9.704817e+16,2.496350e+14,5.432740e+09,1.468713e+19,1.531212e+10,2.931981e+09,-1.541379e+19,-9.872806e+18,-1.379464e+19,9.721039e+09,6.757487e+19,2.124838e+09,8.194676e+08,-1.004007e+18,-5.751376e+18,-1.060386e+18,0,72
4.423536e+09,3.586030e+18,3.556917e+09,3.543716e+08,3.428598e+17,5.818685e+17,2.959935e+17,1.501479e+09,1.081495e+18,3.430360e+09,6.634745e+08,-9.847511e+17,-6.845802e+17,-9.587925e+17,3.383634e+09,8.538424e+18,1.189687e+09,1.149189e+09,1.172391e+18,2.093682e+18,9.551474e+16,0,38
4.615946e+09,2.871252e+18,9.978935e+08,5.839888e+07,3.555303e+15,5.393784e+16,5.967614e+15,1.700411e+09,1.579185e+18,3.274495e+09,5.598735e+08,-7.189050e+17,-6.770562e+17,-6.534961e+17,3.359452e+09,8.559559e+18,4.579167e+07,2.506104e+08,1.691085e+16,5.924118e+17,-2.094251e+16,0,10
3.810832e+09,1.823863e+18,3.740748e+09,2.895424e+08,2.675509e+17,3.508658e+17,2.702133e+17,1.467810e+09,9.907274e+17,2.190347e+09,4.194878e+08,-3.978135e+17,-4.165097e+17,-3.555551e+17,2.816518e+09,6.019051e+18,1.103144e+09,8.992410e+08,7.647576e+17,1.911725e+18,-1.162356e+17,0,50
5.700545e+09,4.743064e+18,1.647714e+09,1.720050e+08,9.109449e+16,3.727362e+17,8.679747e+16,2.066045e+09,2.138001e+18,3.172487e+09,6.370384e+08,-8.811591e+17,-9.187518e+17,-8.533448e+17,4.239308e+09,1.381946e+19,3.726670e+08,6.865173e+08,3.212681e+17,1.892913e+18,1.180419e+17,0,57
4.567841e+09,4.497153e+18,1.192828e+09,8.706520e+07,2.569956e+16,1.585230e+17,2.679250e+16,3.677883e+19,1.352683e+39,1.439265e+45,1.439265e+45,2.071485e+90,5.293451e+64,2.071486e+90,3.677883e+19,1.352683e+39,1.439265e+45,1.439265e+45,2.071485e+90,5.293451e+64,2.071485e+90,0,11
2.776430e+09,1.877067e+17,5.946304e+08,8.538785e+06,6.070778e+14,3.540299e+15,3.818904e+14,1.324987e+09,1.049664e+18,3.127050e+09,5.683117e+08,-7.537995e+17,-5.811594e+17,-8.392282e+17,1.754467e+09,2.122473e+18,6.193980e+07,1.444433e+08,7.281464e+15,6.047441e+16,4.317894e+15,0,95
3.238603e+09,9.285542e+17,1.748504e+09,7.574753e+07,2.639831e+16,6.872692e+16,2.145110e+16,3.504245e+19,1.227973e+39,1.740710e+45,1.740710e+45,3.030071e+90,6.099874e+64,3.030072e+90,3.504245e+19,1.227973e+39,1.740710e+45,1.740710e+45,3.030071e+90,6.099874e+64,3.030071e+90,0,83
8.327497e+09,1.784772e+19,1.332252e+10,1.886351e+09,9.390059e+18,7.834467e+18,8.577846e+18,4.160146e+19,1.730681e+39,8.892296e+44,8.892296e+44,7.907294e+89,3.699325e+64,7.907292e+89,4.160146e+19,1.730681e+39,8.892296e+44,8.892296e+44,7.907294e+89,3.699325e+64,7.907292e+89,0,17
3.570018e+09,1.116200e+18,1.016970e+08,3.363812e+06,-4.710655e+13,-2.958860e+15,2.952159e+13,1.436920e+09,1.187858e+18,2.650337e+09,4.950067e+08,-5.079281e+17,-5.180661e+17,-4.817857e+17,2.480645e+09,4.579649e+18,7.054450e+07,6.149014e+07,3.648461e+15,-6.276412e+16,8.994624e+14,0,1
4.413359e+09,3.525212e+18,3.370467e+09,3.131188e+08,2.710378e+17,5.016158e+17,2.323487e+17,1.540500e+09,1.014576e+18,4.039942e+09,8.307401e+08,-1.519361e+18,-8.354332e+17,-1.431211e+18,3.406240e+09,8.262446e+18,5.538011e+08,1.037984e+09,6.655119e+17,2.103826e+18,-2.159583e+17,0,38
4.193431e+09,2.484641e+18,4.110846e+09,2.720394e+08,2.846431e+17,4.262024e+17,2.831316e+17,1.515486e+09,1.215134e+18,3.239676e+09,6.284334e+08,-8.964914e+17,-6.927329e+17,-8.776221e+17,3.091678e+09,7.184471e+18,1.359733e+09,1.063331e+09,1.035057e+18,1.587731e+18,-1.238949e+16,0,25
2.620462e+09,2.268411e+17,7.586734e+08,1.257078e+07,7.665364e+14,5.136567e+15,7.713214e+14,1.217314e+09,8.611035e+17,3.112713e+09,5.402683e+08,-7.001311e+17,-5.011792e+17,-7.425419e+17,1.693332e+09,1.978313e+18,6.638189e+07,1.147089e+08,1.298645e+15,1.321311e+17,-1.127096e+16,0,95
6.294288e+09,6.301125e+18,7.639350e+09,5.202311e+08,1.029474e+18,1.279817e+18,9.642310e+17,2.267266e+09,2.331082e+18,3.478911e+09,7.439040e+08,-1.159183e+18,-1.120945e+18,-1.091012e+18,4.768822e+09,1.752418e+19,2.788284e+09,2.328070e+09,5.357054e+18,7.464506e+18,1.928033e+18,0,17
3.849301e+09,1.948832e+18,1.238653e+09,1.195597e+08,4.338707e+16,1.643104e+17,5.262177e+16,1.411435e+09,1.097557e+18,2.185112e+09,4.744696e+08,-4.810164e+17,-4.967594e+17,-4.072544e+17,2.804273e+09,6.040720e+18,2.770949e+08,6.021913e+08,2.444200e+17,9.449692e+17,1.989438e+17,0,29
5.518309e+09,3.963663e+18,1.794228e+08,2.286918e+07,1.464187e+15,7.753761e+15,1.100183e+15,2.146125e+09,1.912924e+18,4.518137e+09,7.214803e+08,-1.294652e+18,-9.953983e+17,-1.229596e+18,4.135934e+09,1.309363e+19,9.258892e+07,5.640276e+07,-3.949323e+15,-1.855089e+17,-5.177529e+15,0,87
1.116040e+10,3.470112e+19,3.207014e+09,2.113659e+08,1.373725e+17,1.162831e+18,1.651753e+17,3.344614e+09,3.715844e+18,5.924714e+09,1.544065e+09,-4.669664e+18,-2.974340e+18,-4.042747e+18,9.235359e+09,6.504042e+19,1.879034e+10,3.284603e+09,-2.433500e+19,-2.561487e+19,-9.420876e+18,0,2
5.348994e+09,2.102548e+18,2.700127e+09,1.208174e+08,6.388015e+16,1.665598e+17,7.145434e+16,2.301769e+09,2.607903e+18,4.590111e+09,9.504020e+08,-1.933112e+18,-1.517149e+18,-1.657184e+18,3.742185e+09,9.937023e+18,4.685828e+08,6.316196e+08,1.908764e+17,1.453244e+18,-1.200044e+17,0,61
4.105866e+09,1.637249e+18,1.895720e+09,9.439191e+07,2.232075e+16,8.252272e+16,2.405983e+16,1.701751e+09,1.319890e+18,4.873690e+09,1.065292e+09,-2.228545e+18,-1.165692e+18,-2.316805e+18,2.958838e+09,5.825383e+18,4.373981e+08,4.052063e+08,1.965209e+16,3.337511e+17,-1.229533e+17,0,19
6.873122e+09,6.766651e+18,1.473201e+09,4.620804e+07,-4.599030e+15,4.120572e+15,-5.115666e+15,3.798146e+19,1.442591e+39,7.941720e+44,7.941720e+44,6.307092e+89,3.016381e+64,6.307090e+89,3.798146e+19,1.442591e+39,7.941720e+44,7.941720e+44,6.307092e+89,3.016381e+64,6.307092e+89,0,6
4.177970e+09,9.806194e+17,2.966960e+09,8.553709e+07,4.307664e+16,8.460208e+16,4.694982e+16,1.872134e+09,1.735446e+18,4.361218e+09,9.224073e+08,-1.760838e+18,-1.187451e+18,-1.877839e+18,2.861686e+09,5.568899e+18,4.332785e+08,5.152361e+08,1.066089e+17,9.524283e+17,-1.817690e+17,0,45
6.037102e+09,4.359700e+18,1.132566e+09,5.003292e+07,-4.041228e+15,-1.107628e+14,-4.657222e+15,2.240371e+09,2.946061e+18,4.645023e+09,7.471197e+08,-1.353808e+18,-1.262319e+18,-1.400327e+18,4.322047e+09,1.471897e+19,3.279598e+08,2.392465e+08,3.460406e+16,1.053745e+17,1.338844e+16,0,8
3.646316e+09,1.198907e+18,9.218732e+08,3.582872e+07,-3.786681e+15,-9.866673e+15,-3.704417e+15,1.481390e+09,1.205331e+18,4.250483e+09,8.158974e+08,-1.480806e+18,-8.827101e+17,-1.477648e+18,2.548641e+09,4.688195e+18,3.113932e+08,3.267244e+08,6.408354e+16,3.850354e+16,6.258626e+16,0,22
5.813359e+09,3.406638e+18,3.607157e+09,1.085466e+08,6.420022e+16,1.915320e+17,6.785141e+16,2.381134e+09,2.518761e+18,6.354521e+09,1.394321e+09,-4.149380e+18,-2.212273e+18,-4.040678e+18,4.226842e+09,1.179114e+19,1.894558e+08,8.003764e+08,1.504831e+17,1.728997e+18,-2.258422e+17,0,87
4.080695e+09,8.572820e+17,2.891909e+08,1.445100e+07,-4.445754e+14,1.213349e+14,-3.318115e+14,1.832753e+09,1.869875e+18,4.239131e+09,7.824911e+08,-1.347896e+18,-1.030143e+18,-1.335821e+18,2.714895e+09,5.056064e+18,1.143596e+08,1.559495e+08,6.673465e+15,-5.538895e+16,8.142764e+15,0,59
6.591423e+09,7.169915e+18,2.764603e+09,1.144332e+08,4.909136e+16,2.609614e+17,6.219511e+16,2.284077e+09,2.805383e+18,4.433506e+09,8.155288e+08,-1.543236e+18,-1.358484e+18,-1.332678e+18,4.917655e+09,1.857388e+19,7.665343e+08,6.895103e+08,3.718808e+17,1.234080e+18,1.008951e+17,0,6
4.083899e+09,2.204472e+18,1.067350e+09,2.426637e+08,1.224371e+17,3.589486e+17,1.250427e+17,1.469429e+09,1.355415e+18,2.163361e+09,3.596442e+08,-2.852874e+17,-3.985294e+17,-3.468196e+17,2.927226e+09,6.906939e+18,5.689539e+08,4.720102e+08,2.102337e+17,9.619193e+17,-4.585385e+16,0,100
5.360272e+09,3.448894e+18,3.381712e+08,2.187127e+07,-1.207808e+15,-2.205141e+16,3.293027e+14,1.995582e+09,2.275186e+18,4.020403e+09,6.688087e+08,-1.096441e+18,-1.008781e+18,-1.130992e+18,3.852062e+09,1.140642e+19,4.556418e+08,1.657024e+08,-2.025034e+16,-4.141513e+17,-1.294049e+16,0,44
4.481527e+09,2.419959e+18,5.423640e+08,7.699353e+07,7.048327e+15,6.967116e+16,4.895164e+15,1.686222e+09,1.552081e+18,2.908426e+09,5.525277e+08,-6.540359e+17,-6.640538e+17,-6.426597e+17,3.236711e+09,7.931165e+18,1.110953e+08,2.969641e+08,5.213286e+16,4.851961e+17,4.086586e+16,0,60
4.281515e+09,1.930025e+18,3.717330e+08,1.171454e+07,-4.592472e+13,-1.780732e+14,-6.581235e+14,1.788627e+09,1.240945e+18,5.135299e+09,1.063117e+09,-2.399247e+18,-1.152896e+18,-2.529980e+18,3.171610e+09,6.341756e+18,1.128330e+08,2.270371e+08,2.661306e+16,-2.186130e+17,1.907444e+16,0,36
5.924007e+09,3.314189e+18,5.806413e+08,3.022931e+07,-3.075716e+14,1.664296e+16,5.949021e+13,2.303863e+09,3.407884e+18,4.956871e+09,7.824568e+08,-1.515769e+18,-1.430646e+18,-1.415683e+18,4.078271e+09,1.310748e+19,1.510553e+08,1.505402e+08,9.429213e+15,1.635767e+17,-3.075913e+14,0,8
3.228257e+09,1.912344e+17,4.960829e+08,1.043014e+07,7.324019e+14,4.553357e+15,8.023737e+14,1.682517e+09,1.248901e+18,5.223433e+09,1.056195e+09,-2.460288e+18,-1.175181e+18,-2.502692e+18,2.110896e+09,2.612039e+18,8.301267e+07,1.135373e+08,-1.018925e+16,1.208096e+17,-1.495902e+16,0,56
6.362070e+09,4.113579e+18,1.924969e+09,6.760025e+07,4.529429e+15,4.832364e+16,-1.545524e+15,2.489301e+09,3.441951e+18,5.702376e+09,1.024780e+09,-2.476835e+18,-1.901222e+18,-2.470149e+18,4.507023e+09,1.502863e+19,2.013890e+08,3.972920e+08,7.280430e+16,7.356672e+17,-1.737265e+16,0,23
