m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,sample,subject,tp,exp
1.746506e+08,1.180076e+16,9.296489e+18,2.443266e+18,7.455372e+07,4.812093e+15,1.635556e+18,1.488297e+18,1.062123e+08,1.002237e+16,2.339441e+18,2.141607e+18,1.647244e+07,2.191649e+14,7.182030e+16,1.156677e+17,9.990690e+05,7.831130e+11,3.364547e+13,2.667966e+13,1.559006e+07,2.396430e+14,1.002178e+17,1.011553e+17,1.351985e+08,9.427854e+15,3.773010e+18,3.019065e+17,2.849513e+07,4.888885e+14,4.481857e+16,8.902877e+15,1.131648e+08,1.186914e+16,1.155049e+18,8.347684e+17,0,55,YR,R45
4.323925e+08,8.576323e+14,5.642351e+19,2.411982e+19,2.365436e+08,5.042581e+16,2.094897e+18,2.437561e+17,2.078449e+08,3.837148e+16,4.405365e+18,3.422804e+18,2.311115e+07,3.963399e+14,1.292255e+17,2.583825e+17,1.809932e+06,2.668573e+12,1.015862e+14,7.558783e+13,2.147790e+07,4.538365e+14,2.159483e+17,2.193524e+17,1.795390e+08,7.226223e+15,1.703669e+19,5.548706e+16,5.156235e+07,1.953624e+15,1.919094e+17,7.890490e+16,1.353952e+08,1.677058e+16,1.395034e+18,7.747218e+17,2,55,N,N
4.937425e+08,3.011213e+15,8.525533e+19,3.212344e+19,2.794048e+08,7.125426e+16,2.357342e+18,6.274720e+17,2.269011e+08,4.611462e+16,4.881155e+18,3.994004e+18,2.510482e+07,4.589066e+14,1.244244e+17,3.159097e+17,1.967617e+06,3.153985e+12,1.005029e+14,5.268880e+13,2.332894e+07,5.353593e+14,2.542079e+17,2.604246e+17,1.614410e+08,5.192603e+15,1.031731e+19,8.151983e+16,4.976935e+07,1.781412e+15,1.863130e+17,2.842661e+16,1.196939e+08,1.277336e+16,7.015049e+17,3.805009e+17,0,55,LFAU,12
4.225967e+08,1.388794e+15,6.064437e+19,2.281845e+19,2.353341e+08,5.028426e+16,1.988052e+18,2.320397e+17,1.983689e+08,3.510507e+16,3.387364e+18,2.812385e+18,2.480300e+07,4.219389e+14,9.875886e+16,2.316177e+17,2.289796e+06,4.239844e+12,1.354195e+14,6.135039e+13,2.274442e+07,5.068510e+14,1.887676e+17,1.935786e+17,1.973750e+08,8.753510e+15,1.555089e+19,6.331562e+17,5.638754e+07,2.397273e+15,1.857855e+17,6.389729e+16,1.485116e+08,2.030468e+16,6.300887e+17,1.896100e+17,0,55,UFAU,4
4.533988e+08,1.131074e+15,4.612786e+19,3.011210e+19,2.498126e+08,5.627747e+16,2.191831e+18,2.862470e+17,2.161951e+08,4.145231e+16,7.365044e+18,5.985141e+18,2.471858e+07,4.570670e+14,1.769280e+17,3.264307e+17,1.848767e+06,2.758688e+12,1.023660e+14,6.258353e+13,2.305766e+07,5.235149e+14,2.789126e+17,2.826064e+17,2.009697e+08,1.012559e+16,2.025930e+19,5.894712e+15,5.517679e+07,2.240328e+15,2.071143e+17,7.370711e+16,1.537511e+08,2.177808e+16,2.035656e+18,1.252211e+18,0,55,O,HAIR
4.450366e+08,1.476932e+14,2.209646e+19,1.397876e+19,2.323060e+08,4.878288e+16,2.688148e+18,3.094035e+17,2.241919e+08,4.525650e+16,4.240350e+18,2.914621e+18,1.221717e+07,1.053051e+14,2.166239e+16,4.388049e+16,1.069712e+06,8.109376e+11,2.016291e+13,5.624859e+12,1.131675e+07,1.243544e+14,3.642762e+16,3.777351e+16,2.371101e+08,2.602762e+16,1.022754e+19,7.620522e+16,4.249073e+07,1.174994e+15,1.043181e+17,1.830046e+16,2.029527e+08,3.874433e+16,1.905114e+18,1.056442e+18,0,55,CAU,A22A25
4.297645e+08,4.583467e+14,5.783708e+19,2.529058e+19,2.314547e+08,4.821692e+16,2.073168e+18,2.719529e+17,2.101891e+08,3.935394e+16,4.616936e+18,3.646927e+18,2.129885e+07,3.750024e+14,2.452686e+17,3.553403e+17,1.112820e+06,9.933246e+11,4.841155e+13,3.157939e+13,2.030528e+07,4.082892e+14,3.211734e+17,3.228308e+17,1.694160e+08,6.459355e+15,1.403535e+19,7.913316e+14,4.895127e+07,1.708939e+15,1.887576e+17,4.346247e+16,1.281818e+08,1.485032e+16,1.426618e+18,8.928527e+17,0,55,N,N
2.989919e+08,6.753267e+15,2.485171e+19,6.986534e+18,1.740811e+08,2.754764e+16,2.167388e+18,1.218548e+18,1.330198e+08,1.560308e+16,1.408064e+18,9.053629e+17,2.030017e+07,3.112294e+14,1.249688e+17,2.139872e+17,1.699939e+06,2.274255e+12,1.627684e+14,1.370332e+14,1.880165e+07,3.469953e+14,1.801707e+17,1.823868e+17,1.740458e+08,9.452128e+15,1.099967e+19,3.757468e+16,4.438276e+07,1.397124e+15,1.112817e+17,4.074183e+16,1.366687e+08,1.740562e+16,1.113582e+18,7.627357e+17,0,55,YR,R30
2.060074e+08,9.726289e+15,1.271611e+19,7.136568e+18,1.418004e+08,1.866196e+16,3.770968e+18,3.888302e+18,6.959178e+07,4.191849e+15,9.914989e+15,1.846208e+16,7.880944e+07,9.409566e+14,3.788710e+18,1.163362e+18,4.954933e+07,2.032788e+15,7.729089e+17,8.011115e+17,3.376258e+07,8.818505e+14,1.750077e+17,2.520752e+17,2.188680e+08,9.836920e+15,4.115068e+19,1.062651e+19,1.220699e+08,1.352546e+16,1.317860e+17,1.344791e+17,1.025953e+08,9.457358e+15,9.409077e+17,1.071087e+18,0,55,O,EYE
4.187587e+08,3.936629e+14,5.122179e+19,2.216220e+19,2.245656e+08,4.555797e+16,2.200113e+18,3.691464e+17,2.053665e+08,3.771626e+16,4.210308e+18,3.319493e+18,2.200314e+07,4.070509e+14,2.842900e+17,3.873279e+17,9.860520e+05,7.395128e+11,2.071427e+13,4.944209e+12,2.114335e+07,4.426964e+14,3.588932e+17,3.606012e+17,1.866120e+08,8.846233e+15,1.654227e+19,1.999328e+16,5.073336e+07,1.835014e+15,1.776743e+17,2.769785e+16,1.439086e+08,1.888839e+16,2.061266e+18,1.320396e+18,0,55,UFAU,43
3.799430e+08,1.974541e+15,2.911708e+19,1.413530e+19,2.087049e+08,3.921707e+16,1.873634e+18,4.535083e+17,1.819312e+08,2.934117e+16,3.579687e+18,2.384411e+18,1.928587e+07,3.150430e+14,2.297160e+17,3.128104e+17,9.126687e+05,6.418072e+11,3.390788e+13,2.366711e+13,1.848816e+07,3.385492e+14,2.861764e+17,2.870685e+17,1.900015e+08,1.164779e+16,1.748874e+19,6.512986e+17,4.597005e+07,1.454979e+15,1.506235e+17,3.459229e+16,1.518964e+08,2.136203e+16,3.587316e+18,2.714839e+18,0,55,YR,R20
7.925346e+07,3.781856e+15,7.902843e+17,4.521748e+17,1.655246e+07,1.859466e+14,4.232441e+15,4.795372e+14,6.664413e+07,3.942329e+15,4.089394e+17,3.730509e+17,7.319214e+06,5.080843e+13,3.267341e+16,3.458376e+16,2.722636e+05,4.897507e+10,1.427101e+12,1.355338e+12,7.115184e+06,4.968404e+13,3.186299e+16,3.244138e+16,6.033980e+07,2.557913e+15,5.426577e+16,3.263096e+16,9.718168e+06,4.595180e+13,1.055423e+16,7.034543e+15,5.425575e+07,2.627669e+15,2.330998e+16,4.587698e+15,0,55,YR,L90
4.246461e+08,6.052987e+14,4.951012e+19,2.292155e+19,2.302701e+08,4.788932e+16,2.054018e+18,2.875848e+17,2.058176e+08,3.778697e+16,4.920149e+18,3.641267e+18,2.267136e+07,4.276683e+14,2.618518e+17,3.588932e+17,1.101028e+06,9.219280e+11,2.695505e+13,1.050373e+13,2.171246e+07,4.665457e+14,3.309397e+17,3.322051e+17,2.100312e+08,1.280512e+16,1.970695e+19,6.861034e+16,5.311378e+07,2.002717e+15,1.986726e+17,3.816632e+16,1.653781e+08,2.518791e+16,2.737073e+18,1.774586e+18,3,55,N,N
3.264196e+08,6.905484e+15,2.712144e+19,8.662836e+18,1.782895e+08,2.828005e+16,4.694429e+18,3.420126e+18,1.582788e+08,2.194742e+16,3.326031e+18,2.263342e+18,1.297183e+07,1.569719e+14,3.097201e+17,3.271945e+17,4.251211e+05,1.201001e+11,7.500070e+12,5.916970e+12,1.266689e+07,1.592951e+14,3.152665e+17,3.142904e+17,2.209817e+08,2.302735e+16,1.817257e+19,3.552343e+18,4.061447e+07,1.034358e+15,1.540729e+17,3.250040e+16,1.888639e+08,3.351823e+16,7.545020e+18,6.107378e+18,0,55,CR,RU
3.684332e+08,4.421338e+15,4.246696e+19,8.492707e+18,2.196490e+08,4.364933e+16,2.411205e+18,2.755097e+17,1.596013e+08,2.222066e+16,5.719422e+17,3.294303e+17,5.909711e+07,1.604434e+15,3.914118e+18,7.333098e+17,4.661397e+07,1.928658e+15,7.817115e+16,4.575747e+16,1.518877e+07,1.703650e+14,4.509011e+16,6.136738e+16,7.187091e+07,5.461452e+14,4.534839e+18,1.233058e+17,2.700864e+07,5.741018e+14,7.476920e+15,1.109850e+16,4.862746e+07,2.106025e+15,2.106855e+17,8.877780e+16,0,55,O,MOUTH
4.322401e+08,1.746415e+15,4.924017e+19,1.543564e+19,2.424719e+08,5.362882e+16,2.166693e+18,2.753666e+17,2.006988e+08,3.601201e+16,2.845508e+18,1.651837e+18,2.142765e+07,3.690370e+14,1.751581e+17,2.650825e+17,1.201551e+06,1.121064e+12,2.968432e+13,1.180797e+13,2.036905e+07,4.097913e+14,2.384893e+17,2.399312e+17,2.337733e+08,1.715232e+16,2.445018e+19,3.706262e+17,5.617092e+07,2.273478e+15,1.888500e+17,4.540647e+16,1.862480e+08,3.232883e+16,4.039111e+18,2.933988e+18,0,55,PR,D
4.300845e+08,1.035367e+15,6.676046e+19,2.736515e+19,2.365668e+08,5.042756e+16,1.904142e+18,2.305510e+17,2.055496e+08,3.748459e+16,4.641493e+18,3.724235e+18,2.271609e+07,3.826701e+14,1.124978e+17,2.412085e+17,1.721772e+06,2.406314e+12,8.081120e+13,5.140304e+13,2.116553e+07,4.408901e+14,2.001312e+17,2.038672e+17,1.635460e+08,4.648912e+15,1.377923e+19,1.628298e+17,5.173563e+07,1.969382e+15,2.003984e+17,5.084088e+16,1.192573e+08,1.278061e+16,8.280017e+17,4.194985e+17,1,55,N,N
4.470894e+08,1.767384e+15,3.605988e+19,2.386890e+19,2.491756e+08,5.666302e+16,2.396458e+18,2.892218e+17,2.090712e+08,3.917756e+16,5.656223e+18,4.819747e+18,2.324067e+07,4.506203e+14,2.928582e+17,3.911208e+17,1.197613e+06,1.095766e+12,4.950432e+13,3.141379e+13,2.219656e+07,4.874695e+14,3.595563e+17,3.604475e+17,2.528424e+08,2.047394e+16,1.235942e+19,4.919548e+17,6.281578e+07,2.938433e+15,2.388315e+17,3.071355e+16,1.988596e+08,3.698439e+16,2.547398e+18,1.433272e+18,0,55,O,GLASSES
4.195486e+08,2.763027e+15,7.136052e+19,2.869019e+19,2.416893e+08,5.307272e+16,1.666331e+18,2.005881e+17,1.892022e+08,3.166948e+16,4.685509e+18,3.772255e+18,2.704090e+07,3.476670e+14,1.323695e+15,1.560095e+17,4.621666e+06,1.466285e+13,6.269439e+14,1.799620e+14,2.321223e+07,5.065499e+14,8.222207e+16,9.799539e+16,1.707014e+08,2.791283e+15,2.313746e+19,1.839057e+17,6.355969e+07,3.170477e+15,2.512430e+17,9.266608e+16,1.144225e+08,1.176082e+16,1.122761e+18,7.751331e+17,0,55,LFAU,28
1.068938e+08,8.065417e+15,1.944943e+18,6.155160e+17,2.041670e+07,3.657357e+14,7.403012e+16,6.999794e+16,8.778763e+07,7.480821e+15,3.609231e+16,5.913856e+15,2.397067e+08,1.694693e+16,2.402688e+18,1.028537e+19,9.986654e+07,8.555773e+15,1.803625e+18,2.156295e+18,1.472883e+08,1.956721e+16,5.293101e+18,4.273104e+18,2.874026e+08,9.844408e+15,4.143911e+19,1.206136e+19,1.022713e+08,9.267497e+15,6.403259e+18,6.705584e+18,1.912971e+08,3.428313e+16,8.632294e+18,8.127927e+18,0,55,PR,U
8.993549e+07,5.035253e+15,1.118794e+18,6.390827e+17,2.196379e+07,3.414955e+14,1.788830e+15,2.158674e+14,7.227076e+07,4.631328e+15,4.579316e+17,4.257501e+17,1.132904e+07,1.137609e+14,4.789555e+16,6.100968e+16,1.000845e+06,6.077311e+11,4.954553e+13,5.835888e+13,1.056051e+07,1.071620e+14,4.812798e+16,5.122864e+16,5.794567e+07,2.673389e+15,7.847851e+16,1.267872e+16,1.175360e+07,6.834605e+13,1.168408e+16,6.563102e+15,4.970167e+07,2.208117e+15,3.971283e+16,1.022509e+16,0,55,YR,R90
6.109148e+08,1.965164e+16,8.038203e+18,2.262768e+19,2.448720e+08,5.325683e+16,2.856515e+18,5.697860e+17,3.801659e+08,1.339998e+17,1.229263e+19,1.170994e+19,8.521807e+05,3.923622e+11,2.103967e+14,2.080486e+14,1.382016e+05,7.688326e+09,3.057908e+11,6.440148e+10,7.645291e+05,5.270446e+11,2.414681e+14,2.217122e+14,1.199054e+08,5.870394e+15,4.043109e+17,1.407638e+18,2.411501e+07,3.953965e+14,5.281805e+16,1.121710e+16,1.000342e+08,9.177901e+15,1.179974e+18,6.054879e+17,0,55,LFAU,27
4.251199e+08,2.309076e+14,3.950629e+19,2.572494e+19,2.244579e+08,4.520854e+16,2.003361e+18,2.563248e+17,2.125036e+08,4.028455e+16,6.132715e+18,5.172760e+18,2.047010e+07,3.472065e+14,2.172156e+17,2.991436e+17,1.091603e+06,9.188598e+11,3.984594e+13,2.732883e+13,1.951512e+07,3.764293e+14,2.717480e+17,2.740148e+17,1.682891e+08,7.768236e+15,1.149512e+19,2.463295e+16,4.443646e+07,1.376577e+15,1.606604e+17,6.080906e+16,1.312853e+08,1.571522e+16,1.172312e+18,5.906506e+17,0,55,PR,SU
4.114250e+08,3.156741e+15,8.279339e+19,2.808898e+19,2.387185e+08,5.174087e+16,1.618047e+18,2.647621e+17,1.839629e+08,2.998412e+16,3.193672e+18,2.992867e+18,2.766030e+07,3.334381e+14,2.367119e+15,1.828212e+17,5.057151e+06,1.898982e+13,3.993522e+14,8.099573e+13,2.330860e+07,5.160253e+14,1.023031e+17,1.154110e+17,1.671311e+08,2.414325e+15,1.737143e+19,1.405697e+18,6.279005e+07,3.105877e+15,1.802410e+17,4.646010e+16,1.115020e+08,1.113419e+16,2.350176e+17,4.183445e+16,0,55,LFAU,9
4.192100e+08,8.864062e+14,4.863902e+19,1.610151e+19,2.298984e+08,4.779408e+16,2.020091e+18,2.534567e+17,2.006059e+08,3.584268e+16,2.924746e+18,1.760910e+18,2.130045e+07,3.624484e+14,1.513430e+17,2.356638e+17,1.278234e+06,1.292151e+12,4.507150e+13,2.717582e+13,2.016498e+07,4.014489e+14,2.082987e+17,2.102046e+17,2.051524e+08,1.210367e+16,2.163694e+19,1.525373e+17,5.227495e+07,1.975103e+15,1.952411e+17,7.173661e+16,1.607898e+08,2.392437e+16,3.086880e+18,2.172722e+18,0,55,PR,SD
4.928216e+08,4.938210e+13,2.905549e+19,2.031331e+19,2.549895e+08,5.884178e+16,3.462315e+18,6.381787e+17,2.502621e+08,5.656836e+16,5.974472e+18,4.417366e+18,4.458247e+05,3.949302e+10,2.086052e+13,2.387429e+13,1.508251e+05,9.297046e+09,4.995712e+11,1.031808e+11,3.495364e+05,8.702496e+10,3.011967e+13,2.494976e+13,2.272158e+08,2.749734e+16,1.083958e+19,2.159450e+18,3.530687e+07,7.410288e+14,1.123187e+17,1.471852e+16,2.001211e+08,3.764102e+16,5.405213e+18,3.909856e+18,0,55,UFAU,2
1.254805e+08,7.503102e+15,5.835822e+18,6.448160e+17,5.115470e+07,2.200256e+15,4.773170e+17,4.208218e+17,7.892020e+07,5.524418e+15,1.092004e+18,1.034191e+18,1.895910e+07,2.354338e+14,4.718431e+16,1.233777e+17,1.966422e+06,2.904492e+12,4.012474e+13,4.317766e+12,1.727419e+07,2.887515e+14,9.888865e+16,1.012923e+17,1.044899e+08,7.082558e+15,4.131246e+17,2.877627e+16,1.652910e+07,1.303006e+14,1.673877e+16,7.634229e+15,9.365659e+07,8.079845e+15,1.813129e+17,4.837867e+16,0,55,YR,L45
2.168290e+08,7.803613e+15,1.019050e+19,2.833845e+18,1.236828e+08,1.383647e+16,2.215731e+18,1.797162e+18,9.920415e+07,8.677250e+15,4.536648e+17,3.098938e+17,2.051078e+07,2.653649e+14,5.305720e+16,1.421006e+17,2.665611e+06,5.613365e+12,4.763997e+14,4.284544e+14,1.814311e+07,3.185240e+14,1.039469e+17,1.082763e+17,1.278157e+08,7.611438e+15,2.936240e+18,1.190625e+17,3.289563e+07,7.301974e+14,4.266975e+16,2.353477e+16,1.007970e+08,9.414094e+15,1.704621e+17,5.769734e+16,0,55,CR,RD
4.597698e+08,3.660488e+15,3.543360e+19,4.216012e+19,2.654605e+08,6.461438e+16,6.862870e+17,8.353981e+16,2.055770e+08,3.782649e+16,1.595212e+19,1.193006e+19,5.974425e+06,1.083629e+13,8.055170e+13,2.413323e+15,1.415344e+06,1.643805e+12,4.593174e+13,8.750939e+12,4.692862e+06,2.081448e+13,1.181967e+15,1.239640e+15,3.669180e+08,3.257684e+16,5.129846e+19,3.471129e+18,9.808677e+07,8.048271e+15,5.442474e+17,8.380007e+16,2.772226e+08,7.269989e+16,1.493647e+19,1.047409e+19,0,55,LFAU,34
4.428878e+08,1.150072e+15,5.007416e+19,3.100403e+19,2.443135e+08,5.375717e+16,2.329640e+18,3.024585e+17,2.110320e+08,3.943634e+16,7.074409e+18,5.971640e+18,2.425488e+07,4.499176e+14,1.746768e+17,3.095507e+17,1.753879e+06,2.498109e+12,1.133263e+14,8.973661e+13,2.267461e+07,5.064405e+14,2.639159e+17,2.674206e+17,1.910482e+08,8.786484e+15,1.906672e+19,1.155806e+16,5.333237e+07,2.073860e+15,2.001531e+17,6.430551e+16,1.455838e+08,1.942253e+16,2.027716e+18,1.233812e+18,0,55,YR,R10
4.299548e+08,2.739775e+15,3.928126e+19,2.121964e+19,2.454209e+08,5.598230e+16,3.703902e+18,9.628609e+17,1.935332e+08,3.408335e+16,4.370172e+18,4.198020e+18,5.985412e+06,2.766884e+13,1.473778e+16,2.173680e+16,4.235085e+05,9.260552e+10,6.016427e+12,8.432798e+11,5.681275e+06,3.146970e+13,2.025962e+16,2.010652e+16,2.279465e+08,1.588264e+16,1.226839e+19,2.284411e+17,5.627737e+07,2.368695e+15,2.386981e+17,3.221094e+16,1.793915e+08,3.020957e+16,2.126449e+18,1.451592e+18,0,90,CAU,A26A12lw
4.893525e+08,6.896249e+15,7.171706e+19,2.980832e+19,2.866070e+08,7.729262e+16,7.405902e+18,4.582645e+18,2.116141e+08,4.113491e+16,4.187910e+18,3.900793e+18,1.493246e+07,2.008851e+14,2.613152e+17,3.038006e+17,4.874297e+05,1.059605e+11,7.745693e+12,2.808660e+12,1.461566e+07,2.116349e+14,2.954300e+17,2.949805e+17,2.171272e+08,8.857614e+15,4.226900e+18,4.525264e+17,6.792951e+07,3.462724e+15,3.822884e+17,3.706798e+16,1.586656e+08,2.310425e+16,5.063063e+16,3.351319e+15,0,90,E,HAPPY
4.700651e+08,2.601968e+15,5.097254e+19,2.888577e+19,2.649025e+08,6.544893e+16,4.726404e+18,2.093885e+18,2.145993e+08,4.209939e+16,5.851718e+18,5.459160e+18,5.474716e+06,2.585516e+13,3.252947e+16,3.571717e+16,2.530399e+05,1.880979e+10,1.495161e+12,3.173652e+11,5.337568e+06,2.800873e+13,3.593771e+16,3.561856e+16,2.170396e+08,1.257754e+16,5.298937e+18,7.765249e+16,5.945846e+07,2.524639e+15,3.583953e+17,4.067132e+16,1.671524e+08,2.570858e+16,1.047647e+18,5.767002e+17,0,90,LFAU,12R
4.602107e+08,5.926622e+14,2.467553e+19,2.936023e+19,2.471969e+08,5.628003e+16,3.907549e+18,7.474743e+17,2.230433e+08,4.539425e+16,8.934297e+18,8.600672e+18,3.835740e+06,1.305841e+13,1.594081e+16,1.699657e+16,1.640354e+05,4.740729e+09,4.491378e+11,1.353089e+11,3.768431e+06,1.392110e+13,1.720218e+16,1.706576e+16,1.755578e+08,1.070387e+16,5.393314e+18,5.146237e+16,4.000819e+07,1.133622e+15,1.451469e+17,1.837424e+16,1.419778e+08,1.866088e+16,1.286684e+18,6.396545e+17,0,90,E,SURPRISE
4.179666e+08,3.608928e+15,5.294015e+19,2.500644e+19,2.424531e+08,5.475563e+16,4.490508e+18,2.021315e+18,1.842005e+08,3.082692e+16,4.805609e+18,4.619325e+18,6.487891e+06,3.537802e+13,3.808773e+16,4.363271e+16,3.373300e+05,4.144513e+10,2.711336e+12,4.384331e+11,6.284395e+06,3.880151e+13,4.318349e+16,4.289824e+16,2.449082e+08,1.547847e+16,1.768065e+19,9.195705e+17,6.756821e+07,3.321889e+15,3.996932e+17,4.227724e+16,1.874333e+08,3.258273e+16,3.867028e+18,2.868564e+18,0,90,UFAU,1
4.727058e+08,1.014169e+15,3.817698e+19,4.294962e+19,2.569083e+08,6.088504e+16,4.008005e+18,8.168728e+17,2.261310e+08,4.660019e+16,1.248053e+19,1.243326e+19,5.613015e+06,2.263785e+13,1.061110e+16,1.557754e+16,5.001783e+05,1.450115e+11,4.874009e+12,8.310425e+11,5.232751e+06,2.652242e+13,1.428383e+16,1.432277e+16,1.793563e+08,7.722603e+15,5.924956e+18,8.350690e+15,5.120143e+07,1.797254e+15,2.465450e+17,2.994591e+16,1.370657e+08,1.688380e+16,1.016173e+18,4.043503e+17,0,90,PR,U
4.109347e+08,2.345428e+15,4.547399e+19,3.505118e+19,2.323124e+08,4.997678e+16,3.292977e+18,1.124625e+18,1.876733e+08,3.190917e+16,9.142724e+18,9.267608e+18,7.063286e+06,3.562834e+13,1.884905e+16,2.654730e+16,6.116087e+05,2.342612e+11,7.122415e+12,1.175277e+12,6.579541e+06,4.236112e+13,2.512168e+16,2.498779e+16,1.783790e+08,4.290781e+15,4.811252e+18,3.091921e+17,6.206575e+07,2.851184e+15,3.467111e+17,3.836087e+16,1.250390e+08,1.400058e+16,2.991064e+17,4.521525e+16,0,90,E,DISGUST
4.417871e+08,3.002724e+15,4.780574e+19,3.309330e+19,2.505048e+08,5.857183e+16,4.557654e+18,1.976013e+18,2.000432e+08,3.660522e+16,8.441500e+18,8.309624e+18,8.020729e+05,4.141176e+11,2.641627e+14,2.709792e+14,1.164755e+05,1.919333e+09,1.293846e+11,6.471540e+10,7.599715e+05,5.031158e+11,3.119894e+14,2.935088e+14,2.312246e+08,1.329608e+16,1.288584e+19,8.779741e+17,6.456870e+07,3.098491e+15,3.821839e+17,4.380765e+16,1.758038e+08,2.864553e+16,3.508781e+18,2.559377e+18,0,90,LFAU,28
4.973108e+08,9.808208e+14,3.660789e+19,3.123246e+19,2.662045e+08,6.608504e+16,5.470530e+18,2.360683e+18,2.405738e+08,5.341035e+16,9.090884e+18,8.603467e+18,1.067642e+06,7.712596e+11,3.938424e+14,4.625104e+14,1.336009e+05,3.475824e+09,3.003805e+11,9.564898e+10,1.011264e+06,9.299737e+11,5.032671e+14,4.768339e+14,1.234067e+08,4.137735e+15,1.827276e+18,4.103246e+17,3.172663e+07,7.560778e+14,8.506684e+16,8.821667e+15,9.603999e+07,8.433069e+15,8.277756e+17,1.108033e+17,0,90,LFAU,27
4.232337e+08,2.873704e+15,4.427246e+19,2.512639e+19,2.422435e+08,5.444487e+16,3.244305e+18,5.283173e+17,1.899841e+08,3.279196e+16,5.005757e+18,4.866743e+18,2.034438e+07,4.685642e+13,4.419536e+15,6.511562e+16,9.535557e+06,5.160087e+13,5.112861e+15,6.211756e+15,1.382541e+07,1.277083e+14,9.943446e+15,3.615000e+16,1.624096e+08,6.447323e+15,8.148764e+18,5.113908e+17,5.116624e+07,2.031122e+15,1.361966e+17,2.115097e+16,1.174772e+08,1.275015e+16,1.849159e+17,3.071815e+16,0,90,O,MOUTH
4.041850e+08,3.736615e+15,5.369306e+19,3.260831e+19,2.367877e+08,5.221659e+16,3.046250e+18,5.501969e+17,1.757615e+08,2.803021e+16,6.215913e+18,6.443224e+18,1.133855e+07,6.442859e+13,1.302160e+16,3.730688e+16,1.794695e+06,2.339117e+12,5.859565e+13,7.554360e+12,9.809138e+06,9.215398e+13,3.045676e+16,3.051433e+16,1.985162e+08,3.907193e+15,1.085860e+19,8.897223e+17,7.330527e+07,4.236884e+15,3.124523e+17,5.656891e+16,1.334705e+08,1.618612e+16,1.842586e+17,2.189605e+16,0,90,E,SADNESS
3.754007e+08,8.657146e+15,7.737168e+19,2.616358e+19,2.370913e+08,5.264377e+16,3.024005e+18,1.188636e+18,1.461108e+08,1.913824e+16,3.742031e+18,3.662894e+18,2.679007e+07,2.206671e+14,4.379931e+16,2.459102e+17,6.332191e+06,3.296729e+13,1.027934e+15,1.399269e+14,2.104923e+07,4.210224e+14,1.707141e+17,1.754603e+17,2.615524e+08,4.026957e+15,3.330227e+19,2.121743e+18,1.055692e+08,9.425206e+15,2.453156e+17,6.830381e+16,1.645271e+08,2.515469e+16,5.912738e+17,1.451368e+17,0,90,LFAU,34
4.187571e+08,2.258725e+15,3.837762e+19,2.674988e+19,2.375271e+08,5.238979e+16,3.401834e+18,6.274545e+17,1.900093e+08,3.289063e+16,5.745450e+18,5.889147e+18,4.137879e+06,1.165841e+13,3.158000e+15,6.354117e+15,4.167066e+05,9.726390e+10,5.491494e+12,1.003105e+12,3.826363e+06,1.415492e+13,5.573345e+15,5.511755e+15,2.139413e+08,1.076418e+16,1.211466e+19,2.174511e+17,6.150818e+07,2.715923e+15,3.029809e+17,4.186858e+16,1.619781e+08,2.415652e+16,2.072729e+18,1.395392e+18,0,90,E,ANGER
4.609094e+08,5.646130e+15,7.679621e+19,4.072410e+19,2.686455e+08,6.762644e+16,4.437679e+18,1.949620e+18,2.010120e+08,3.696837e+16,7.958301e+18,7.744765e+18,1.270444e+07,1.237765e+14,6.495698e+16,1.061971e+17,8.712405e+05,5.337140e+11,2.494369e+13,6.592936e+12,1.197449e+07,1.412365e+14,9.525676e+16,9.512437e+16,1.869092e+08,3.626300e+15,1.082171e+19,1.061042e+17,6.842323e+07,3.631412e+15,3.422881e+17,3.619462e+16,1.268745e+08,1.443759e+16,7.810746e+17,3.380095e+17,1,90,LFAU,14
4.345200e+08,4.028628e+15,4.944698e+19,3.279657e+19,2.531621e+08,5.999161e+16,3.365181e+18,9.483987e+17,1.897624e+08,3.289508e+16,7.151276e+18,7.066822e+18,9.176655e+06,6.729887e+13,6.807507e+16,8.154657e+16,5.757356e+05,1.713055e+11,8.946823e+12,1.272296e+12,8.763330e+06,7.555682e+13,7.965500e+16,7.893759e+16,2.331583e+08,1.083335e+16,1.308866e+19,1.268689e+16,7.136736e+07,3.806374e+15,3.927612e+17,5.788214e+16,1.715967e+08,2.721207e+16,1.404195e+18,8.542972e+17,0,90,LFAU,24
4.462751e+08,5.046151e+15,7.933330e+19,3.468319e+19,2.591750e+08,6.274345e+16,4.517187e+18,2.061806e+18,1.959285e+08,3.500760e+16,6.021624e+18,5.834017e+18,1.155643e+07,1.016247e+14,4.133225e+16,6.597785e+16,7.960240e+05,4.640894e+11,1.275457e+13,1.517507e+12,1.087522e+07,1.165611e+14,5.974134e+16,5.957007e+16,1.895927e+08,4.569302e+15,8.430276e+18,2.881036e+17,6.652729e+07,3.344159e+15,3.577132e+17,3.673085e+16,1.319404e+08,1.562579e+16,3.690625e+17,1.076795e+17,2,90,LFAU,14
