l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,sample,subject
1.880128e+07,2.882120e+14,1.647630e+09,8.284094e+08,9.623368e+17,1.403683e+16,1.106764e+18,1.478298e+06,4.530951e+11,6.789788e+06,1.434880e+05,-1.274441e+11,-9.650300e+10,-1.236942e+11,1.816000e+07,3.035619e+14,1.414101e+09,1.017490e+09,1.220146e+18,1.539303e+16,-1.903360e+17,0,75
5.257089e+07,5.533180e+14,7.212078e+08,2.395271e+10,9.639713e+19,5.631278e+17,6.801279e+19,1.756135e+07,1.320666e+14,1.834551e+09,1.549816e+08,-7.906201e+16,-1.741258e+15,-7.842114e+16,4.108178e+07,1.225775e+15,1.521502e+10,1.722787e+10,2.772106e+20,5.691671e+17,-3.381821e+19,2,83
9.133839e+07,2.938469e+15,3.566385e+09,9.810297e+09,5.802783e+19,5.248116e+17,6.850888e+19,2.138985e+07,2.480050e+14,3.665593e+08,4.387419e+07,-2.519584e+15,-4.921337e+14,-2.165820e+15,7.559670e+07,4.909750e+15,8.025031e+09,8.298423e+09,6.770064e+19,5.544788e+17,-1.321641e+19,1,83
2.511779e+08,3.054877e+16,1.447564e+09,3.942828e+09,9.231867e+18,6.288303e+17,3.498893e+17,4.450034e+07,1.037899e+15,1.193611e+09,1.691700e+08,-6.451717e+16,-4.873768e+15,-6.512797e+16,2.190482e+08,4.401656e+16,6.287215e+09,3.191116e+09,1.366436e+19,5.656979e+17,1.806196e+19,0,47
2.980471e+08,1.479551e+16,1.016967e+09,4.932248e+09,-3.817037e+18,5.847381e+17,-1.218743e+19,1.202742e+08,3.713802e+15,1.062351e+10,1.710667e+09,-7.292596e+18,-1.031681e+17,-5.647629e+18,2.393577e+08,3.383997e+16,3.436878e+09,3.227648e+09,1.038752e+19,2.295179e+17,4.757352e+18,1,36
7.045730e+07,4.155686e+15,1.017832e+10,9.330670e+09,9.087944e+19,6.012771e+17,9.373596e+19,3.914221e+06,4.501922e+12,3.672963e+06,8.640623e+05,1.471733e+12,1.291303e+12,6.683867e+11,6.835743e+07,4.512239e+15,9.696435e+09,9.522670e+09,9.150415e+19,6.270616e+17,-7.611960e+18,0,1
1.041954e+08,6.672831e+15,4.951166e+10,4.541652e+10,2.153533e+21,3.707602e+18,2.126227e+21,1.304709e+07,9.151521e+13,8.438348e+07,1.170944e+07,-3.404441e+14,-1.068513e+14,-3.112238e+14,9.462922e+07,8.420502e+15,4.820001e+10,4.808139e+10,2.314670e+21,4.389102e+18,-4.649941e+20,2,55
3.382425e+07,5.623641e+14,1.256435e+10,9.590516e+09,1.046287e+20,2.273624e+17,7.067465e+19,6.082429e+06,2.104921e+13,1.629757e+07,4.610127e+06,3.886478e+13,1.666319e+13,1.953312e+13,2.923654e+07,7.780521e+14,9.149978e+09,1.034892e+10,1.006776e+20,2.849589e+17,-7.508950e+18,3,76
1.628194e+07,1.088168e+14,1.865377e+09,7.131452e+07,2.597782e+16,7.102021e+14,3.035936e+16,3.525041e+06,5.614789e+12,8.461590e+07,1.268071e+07,3.994010e+13,-9.527879e+12,1.024710e+14,1.391380e+07,1.727601e+14,3.322641e+08,2.864516e+08,8.837278e+16,3.251517e+15,-1.817770e+16,0,65
1.871727e+08,2.331559e+16,2.493095e+10,1.896368e+10,4.123367e+20,2.874680e+18,4.638526e+20,1.983866e+07,2.156393e+14,4.051671e+07,3.728279e+06,-3.326429e+13,-4.360662e+13,-2.417274e+13,1.725059e+08,2.814802e+16,2.102351e+10,2.124296e+10,4.488735e+20,3.512461e+18,-8.928223e+19,0,104
1.916392e+08,7.639629e+15,1.783396e+10,4.180814e+10,1.139222e+21,3.652753e+18,1.038989e+21,5.829443e+07,2.115187e+15,1.260349e+09,1.372888e+08,-5.347693e+16,-6.137505e+15,-5.525187e+16,1.456906e+08,1.829151e+16,3.256448e+10,3.562634e+10,1.213469e+21,4.773543e+18,5.975954e+19,0,6
3.018062e+08,6.878385e+16,2.228946e+10,2.205741e+10,4.889858e+20,5.771656e+18,4.473017e+20,2.264704e+07,3.691108e+14,1.545159e+07,1.957823e+06,-1.216148e+12,-1.666696e+13,5.956594e+11,2.825972e+08,7.794022e+16,2.269422e+10,2.229998e+10,5.016650e+20,6.173961e+18,-8.049585e+19,0,51
1.565910e+08,1.279207e+16,4.746631e+09,1.077205e+10,7.637613e+19,1.218147e+18,8.924531e+19,2.544745e+07,3.329334e+14,7.284973e+07,9.707830e+06,1.562227e+14,-2.087101e+13,1.577022e+14,1.384156e+08,1.782173e+16,8.085168e+09,9.471570e+09,8.288525e+19,1.263063e+18,2.072937e+19,1,98
1.273251e+07,5.065894e+13,3.656933e+08,6.186034e+08,2.742057e+17,3.801637e+15,6.096969e+16,3.382705e+06,5.187145e+12,3.054880e+08,5.179116e+07,-1.022019e+15,-4.738163e+13,-3.164797e+14,1.047710e+07,8.755668e+13,3.097022e+09,7.140237e+08,5.993371e+17,1.554449e+15,1.261096e+18,1,80
3.372790e+07,5.532007e+14,1.721953e+10,1.723512e+10,2.962136e+20,4.053119e+17,2.667997e+20,6.204962e+06,1.754710e+13,4.501484e+07,7.817011e+06,1.451657e+14,2.036018e+13,1.077202e+14,2.955276e+07,7.807064e+14,1.539228e+10,1.784163e+10,2.956201e+20,4.959035e+17,3.399601e+19,0,71
2.947861e+08,1.300307e+16,1.051535e+09,1.431742e+10,-2.924149e+19,1.631959e+18,3.334723e+18,1.055930e+08,5.737755e+15,2.615232e+09,3.462395e+08,-3.244601e+17,-2.617792e+16,-3.341987e+17,2.190927e+08,3.648423e+16,7.845099e+09,7.843060e+09,6.149606e+19,1.297838e+18,-1.113788e+19,1,78
2.009077e+07,1.660508e+14,5.151326e+09,2.295138e+09,7.882847e+18,2.952498e+16,7.037722e+18,3.972265e+06,1.052345e+13,2.019648e+07,1.313144e+06,-6.678289e+12,-4.226932e+12,-6.468091e+12,1.684976e+07,2.630891e+14,2.548764e+09,3.028087e+09,8.412037e+18,4.910279e+16,1.251598e+18,0,90
1.377176e+08,1.074811e+16,3.843768e+10,4.273773e+10,1.729871e+21,4.430249e+18,1.441842e+21,1.923432e+07,2.413233e+14,6.348133e+07,1.424940e+07,3.712800e+14,1.049235e+14,2.472648e+14,1.222321e+08,1.409562e+16,4.094644e+10,4.207278e+10,1.746181e+21,4.987262e+18,-2.477636e+20,3,57
1.808614e+08,1.356918e+16,3.174305e+10,2.804759e+10,8.348918e+20,3.267078e+18,9.323328e+20,3.478303e+07,8.824227e+14,1.885678e+08,3.083200e+07,1.198968e+14,-3.064740e+14,4.894265e+14,1.511566e+08,2.138873e+16,2.946987e+10,2.945354e+10,8.677509e+20,4.276129e+18,-1.558600e+20,0,20
1.140791e+08,7.329362e+15,4.245720e+10,3.538131e+10,1.371193e+21,3.028163e+18,1.427512e+21,1.537243e+07,1.715926e+14,6.034595e+07,6.990542e+06,-9.167865e+13,-7.174521e+13,-7.305642e+13,1.009831e+08,9.743630e+15,3.707246e+10,3.728087e+10,1.385971e+21,3.671794e+18,-1.365526e+20,2,57
1.643679e+08,1.443564e+16,1.001014e+10,6.763256e+09,5.545690e+19,7.732916e+17,6.475352e+19,2.356714e+07,4.291751e+14,4.354443e+07,3.650605e+06,-3.657097e+13,-6.818243e+13,-3.667783e+13,1.436515e+08,1.982832e+16,7.341838e+09,7.328532e+09,5.375071e+19,1.020215e+18,-9.287817e+18,2,103
9.825686e+06,7.640808e+13,1.870834e+09,3.978355e+09,1.082103e+19,3.459963e+16,5.419190e+18,6.549037e+05,2.466420e+11,7.310822e+06,1.850478e+06,3.457092e+12,1.558620e+11,5.808921e+12,9.336579e+06,8.532924e+13,3.672692e+09,3.429824e+09,1.217286e+19,3.111022e+16,7.325964e+18,2,88
8.884044e+07,5.117178e+15,8.779196e+09,8.810686e+09,7.747154e+19,6.246867e+17,5.328526e+19,1.207462e+07,2.838498e+13,4.564254e+07,1.085079e+07,-2.094279e+14,-5.412555e+13,-1.903783e+14,8.351455e+07,6.484176e+15,9.174058e+09,8.422991e+09,7.400750e+19,6.471331e+17,3.013627e+17,0,82
3.250917e+07,7.590654e+14,4.901099e+09,4.339727e+09,2.001390e+19,1.190772e+17,2.170388e+19,3.844908e+06,1.406995e+12,1.341521e+07,3.281174e+05,-6.773731e+11,-3.783703e+11,-7.026017e+11,3.138873e+07,8.571468e+14,3.762641e+09,4.849567e+09,2.067184e+19,1.332854e+17,-3.068708e+18,3,50
2.118845e+08,2.102009e+16,1.425539e+10,4.825241e+10,1.264962e+21,6.993578e+18,1.092585e+21,3.595345e+07,9.645537e+14,1.802340e+08,2.059944e+07,-7.582282e+14,-4.902367e+14,-5.680780e+14,1.808285e+08,3.095980e+16,3.792707e+10,3.829448e+10,1.459400e+21,6.698509e+18,-2.145432e+20,0,35
1.277722e+08,2.185380e+15,1.924802e+10,2.086055e+10,4.151703e+20,9.751308e+17,3.769587e+20,4.567533e+07,1.255202e+15,3.372512e+09,5.022183e+08,-5.270954e+17,-1.561270e+16,-5.302757e+17,9.240727e+07,6.740111e+15,1.952100e+10,2.097662e+10,4.240274e+20,1.704569e+18,-7.187024e+19,1,85
1.798967e+07,1.996657e+14,7.016409e+08,1.296092e+08,3.908411e+16,1.807919e+15,3.437447e+16,2.713013e+06,2.537242e+12,1.636457e+07,9.889764e+05,-3.061259e+12,-9.582160e+11,-2.920272e+12,1.647454e+07,2.615366e+14,2.379838e+08,2.777749e+08,7.137749e+16,4.462535e+15,6.284635e+16,0,89
1.254397e+08,9.453850e+15,8.258668e+09,1.094982e+10,1.034763e+20,1.064575e+18,1.251702e+20,1.624021e+07,1.502326e+14,4.364350e+07,6.688555e+06,7.890687e+13,1.368771e+13,6.360555e+13,1.131895e+08,1.200112e+16,9.876607e+09,1.030368e+10,1.039254e+20,1.108410e+18,-1.369910e+19,2,56
4.385223e+07,1.604404e+15,2.759959e+09,5.220439e+09,1.981581e+19,2.080119e+17,1.994069e+19,2.497351e+06,2.335821e+12,1.312555e+07,2.385513e+06,-1.220898e+13,-3.593600e+12,-1.073643e+13,4.232390e+07,1.729604e+15,9.587757e+09,5.542013e+09,3.984723e+19,1.888529e+17,4.986007e+19,1,79
2.605042e+08,3.051566e+16,1.283130e+10,3.751050e+10,8.227344e+20,6.540293e+18,8.949464e+20,4.965671e+07,1.311595e+15,1.908495e+08,2.463776e+07,7.968159e+14,-4.638263e+13,1.194229e+15,2.243066e+08,4.608201e+16,2.700845e+10,3.125468e+10,9.080550e+20,6.669593e+18,1.202900e+20,0,69
1.587734e+08,1.148298e+16,8.977591e+09,2.728896e+10,4.265805e+20,2.904456e+18,3.705273e+20,2.968913e+07,5.562027e+14,2.427761e+08,2.673853e+07,-2.072191e+15,-6.056466e+14,-2.211308e+15,1.353996e+08,1.683143e+16,2.070417e+10,2.215568e+10,4.745181e+20,2.835490e+18,-4.095248e+19,2,96
2.842539e+08,2.884177e+16,4.944718e+09,2.187165e+10,2.186567e+20,3.714410e+18,1.556053e+20,6.952471e+07,2.060281e+15,1.867553e+09,2.681143e+08,-1.091704e+17,-8.223807e+15,-1.050448e+17,2.393517e+08,4.888210e+16,1.287425e+10,1.758568e+10,2.645466e+20,3.750213e+18,-1.034834e+19,0,87
1.549146e+08,1.312451e+16,6.659259e+09,4.070692e+09,2.101451e+19,4.578711e+17,2.372382e+19,2.213129e+07,3.352321e+14,8.327032e+07,1.181445e+07,-2.273803e+14,-1.706138e+14,-2.115124e+14,1.366120e+08,1.764890e+16,5.051382e+09,4.771996e+09,2.342784e+19,6.131575e+17,-4.933715e+18,0,21
1.473085e+08,8.851759e+15,6.739710e+08,6.082677e+09,1.222570e+19,5.711203e+17,1.023274e+19,2.924265e+07,5.929956e+14,9.587063e+07,1.043379e+07,-2.943875e+14,-2.407260e+14,-2.914080e+14,1.229652e+08,1.404768e+16,4.225732e+09,4.355824e+09,1.868665e+19,4.976446e+17,-3.422500e+18,0,46
7.692721e+07,2.444879e+15,6.535749e+09,8.768059e+09,6.617091e+19,4.302843e+17,2.630527e+19,1.588943e+07,1.699354e+14,2.977795e+08,5.130565e+07,6.198067e+14,-1.621491e+14,1.197768e+15,6.400693e+07,3.733618e+15,7.785077e+09,8.035009e+09,6.354818e+19,4.814614e+17,-1.291668e+19,1,89
8.515293e+07,4.446687e+15,2.336649e+10,2.122336e+10,4.724083e+20,1.414299e+18,3.388799e+20,1.028009e+07,7.804384e+13,1.255675e+07,1.751297e+06,2.093159e+12,-4.190712e+12,2.767467e+12,7.632315e+07,5.610860e+15,2.103656e+10,2.160051e+10,4.604457e+20,1.615099e+18,-5.249874e+19,1,60
2.501783e+07,2.967268e+14,9.288237e+09,1.073987e+10,1.067141e+20,1.849148e+17,1.194794e+20,4.681114e+06,9.786521e+12,3.390930e+07,5.485879e+06,7.205376e+13,1.467243e+13,2.067255e+13,2.189000e+07,4.182328e+14,9.340706e+09,1.073280e+10,1.073763e+20,2.165942e+17,-7.963429e+18,1,37
1.229711e+08,5.080921e+15,3.036253e+10,3.635761e+10,1.197509e+21,2.589348e+18,1.134326e+21,2.838602e+07,5.879184e+14,2.222205e+08,6.010723e+07,5.894968e+15,6.917042e+14,3.385648e+15,9.876139e+07,9.035683e+15,3.453070e+10,3.597007e+10,1.267557e+21,3.408385e+18,-2.289676e+20,1,76
3.360063e+08,2.877849e+16,1.571117e+09,7.008127e+08,3.049353e+17,8.361054e+16,-2.025762e+17,9.528066e+07,5.251783e+15,1.203866e+09,1.747225e+08,-5.843603e+16,-1.060359e+16,-5.369401e+16,2.636203e+08,6.008448e+16,2.095132e+09,3.304212e+08,-8.690210e+16,-5.475344e+16,-8.240598e+15,3,67
4.436326e+08,6.705201e+16,1.957750e+10,4.129694e+10,1.174220e+21,1.068781e+19,1.058100e+21,1.057261e+08,6.464173e+15,1.167165e+09,1.465293e+08,-5.853623e+16,-1.164376e+16,-5.240550e+16,3.634554e+08,1.145707e+17,3.357132e+10,3.627293e+10,1.265779e+21,1.202095e+19,-2.094370e+20,0,44
4.211240e+07,8.387409e+14,1.343971e+10,8.649569e+09,9.304360e+19,2.501536e+17,9.061410e+19,7.022766e+06,3.757309e+13,2.440665e+07,3.966034e+06,1.925821e+13,6.359068e+11,1.866232e+13,3.598273e+07,1.232615e+15,9.223197e+09,9.930474e+09,9.503490e+19,3.478453e+17,-4.661660e+18,1,101
4.364711e+07,1.056680e+15,3.494042e+09,1.862543e+10,1.501763e+20,6.042594e+17,1.264829e+20,7.442621e+06,1.613347e+13,6.514068e+07,2.312218e+06,6.336865e+12,9.274094e+12,-9.505299e+11,3.964521e+07,1.346276e+15,1.218070e+10,1.444666e+10,1.909356e+20,5.124217e+17,-2.045633e+19,1,74
1.624301e+08,1.437640e+16,1.618644e+09,1.389821e+09,2.078676e+18,1.434069e+17,2.155112e+18,2.404708e+07,3.466396e+14,1.325763e+08,1.796245e+07,-7.314290e+14,-2.993404e+14,-7.321300e+14,1.438589e+08,1.943808e+16,2.050667e+09,1.324864e+09,2.162768e+18,1.442887e+17,-2.177245e+17,2,74
1.744557e+08,1.128034e+16,1.821674e+09,1.145434e+10,4.385318e+19,1.215340e+18,7.301957e+19,3.969636e+07,8.274025e+14,4.044239e+08,4.366003e+07,-2.125607e+15,-8.220412e+14,-9.685001e+14,1.457312e+08,1.864365e+16,8.056648e+09,8.188439e+09,6.646910e+19,1.029595e+18,-1.261765e+19,1,25
1.056953e+07,5.702662e+13,5.507675e+08,5.958393e+07,8.121990e+15,3.972429e+14,8.067602e+15,1.992326e+06,1.078668e+12,3.002801e+07,2.950560e+06,1.437753e+12,-1.050658e+12,7.321166e+12,9.531164e+06,8.488625e+13,9.176050e+07,1.456708e+08,1.680123e+16,1.301498e+15,3.554939e+15,3,94
8.709856e+07,2.814530e+15,8.737105e+09,2.778289e+10,4.265161e+20,1.469280e+18,5.257396e+20,2.121125e+07,1.774393e+14,2.216809e+08,1.700664e+07,9.560839e+14,4.749658e+13,9.552616e+14,7.378730e+07,4.618248e+15,1.991431e+10,2.243819e+10,4.737777e+20,1.493883e+18,3.309095e+19,1,68
8.127905e+06,5.267103e+13,1.848491e+09,1.583629e+09,2.707557e+18,1.141384e+16,2.820277e+18,8.331559e+05,3.320203e+10,3.931633e+06,1.307277e+05,1.647036e+10,7.247698e+09,3.882312e+09,8.076724e+06,5.753708e+13,1.579081e+09,1.673098e+09,2.716033e+18,1.211541e+16,-9.135001e+16,3,58
4.059530e+07,8.170444e+14,1.617473e+09,6.296077e+08,6.289504e+17,1.799668e+16,6.152608e+17,7.359071e+06,2.337664e+13,5.270210e+07,2.836261e+06,5.087739e+12,-6.075903e+12,6.765170e+12,3.577414e+07,1.160210e+15,5.733796e+08,9.356522e+08,6.833715e+17,3.172572e+16,1.417722e+17,0,31
4.794687e+07,1.488277e+15,6.827302e+09,3.307840e+09,1.566077e+19,1.275880e+17,1.550390e+19,5.534924e+06,1.509974e+13,3.381739e+07,4.486677e+06,1.313429e+13,-5.882492e+12,1.766826e+13,4.407402e+07,1.824927e+15,4.464824e+09,4.131101e+09,1.774183e+19,1.667595e+17,-3.518473e+18,3,52
2.857817e+08,5.443621e+16,2.068737e+10,1.871472e+10,3.678018e+20,4.323017e+18,3.224642e+20,3.023833e+07,5.012313e+14,1.248673e+08,1.664063e+07,-4.604745e+14,-2.785345e+14,-3.079197e+14,2.633960e+08,6.677075e+16,1.954500e+10,1.897736e+10,3.654841e+20,4.820663e+18,-1.847248e+19,0,33
4.383600e+07,6.042702e+14,1.281720e+10,7.541176e+09,7.407561e+19,1.853762e+17,8.055566e+19,9.974910e+06,8.638853e+13,1.951049e+07,3.681355e+06,1.821580e+13,5.175936e+12,1.439962e+13,3.454146e+07,1.148032e+15,8.537319e+09,8.781933e+09,7.603985e+19,2.975402e+17,-4.802450e+18,2,90
1.191645e+08,6.843726e+15,5.829592e+09,1.195869e+10,9.984876e+19,9.823496e+17,5.023605e+19,2.141963e+07,2.518233e+14,2.180164e+08,3.116854e+07,4.659999e+14,-1.259899e+14,7.725186e+14,1.032974e+08,9.567420e+15,1.094199e+10,1.028485e+10,1.090990e+20,9.541103e+17,-2.177585e+19,1,42
1.486027e+07,1.679611e+14,4.149762e+09,3.882134e+09,1.557960e+19,5.000116e+16,1.045698e+19,1.431395e+06,3.185019e+11,1.770845e+06,1.211841e+05,-5.481538e+10,5.550044e+10,-6.533543e+10,1.435130e+07,2.039472e+14,4.277472e+09,4.301056e+09,1.844829e+19,6.138883e+16,1.378278e+19,1,50
1.308368e+08,1.067928e+16,2.061313e+10,2.490430e+10,5.638420e+20,2.571396e+18,5.440353e+20,1.607826e+07,1.401858e+14,1.301726e+08,1.843400e+07,-3.476399e+14,-1.496671e+14,-2.262086e+14,1.190067e+08,1.336586e+16,2.317198e+10,2.399584e+10,5.658284e+20,2.743950e+18,-2.142700e+19,1,102
3.027517e+08,1.468557e+16,1.402990e+09,4.753737e+09,-1.118177e+19,5.162293e+17,-1.209940e+19,1.031268e+08,6.598260e+15,9.281175e+08,1.591588e+08,-1.087708e+16,-6.558032e+15,-1.528425e+15,2.215273e+08,4.202261e+16,1.536098e+09,1.908585e+09,3.266250e+18,3.535067e+17,-6.942766e+17,3,73
2.582020e+08,2.976585e+16,1.980013e+09,1.469290e+09,2.375586e+18,2.508441e+17,1.234562e+18,5.269496e+07,1.140331e+15,5.489643e+08,9.694796e+07,-6.036310e+15,-1.655067e+15,-4.309705e+15,2.247284e+08,4.550386e+16,3.649428e+09,1.942449e+09,4.987793e+18,3.527650e+17,6.791816e+18,2,77
1.472506e+08,1.613169e+16,3.965228e+10,2.992170e+10,1.030622e+21,3.795272e+18,1.167176e+21,1.080201e+07,9.208611e+13,5.159081e+06,2.206287e+06,7.083584e+12,1.358882e+13,1.495409e+12,1.376628e+08,1.875291e+16,3.247182e+10,3.221093e+10,1.041737e+21,4.408697e+18,-1.474716e+20,3,65
6.225900e+07,2.379144e+15,1.266690e+10,7.788514e+09,7.609671e+19,3.428967e+17,8.565496e+19,8.522579e+06,2.865119e+13,4.468029e+07,8.100691e+06,1.469590e+14,2.193109e+13,1.523727e+14,5.705724e+07,2.888932e+15,8.824988e+09,9.078031e+09,8.112247e+19,4.668412e+17,-1.433836e+19,0,57
8.831362e+07,5.751665e+15,4.906961e+10,4.529764e+10,2.134277e+21,3.435325e+18,1.701155e+21,7.618398e+06,3.204819e+13,7.699999e+06,2.907728e+06,1.217991e+13,1.404376e+13,4.151987e+12,8.268678e+07,6.524035e+15,4.503880e+10,4.616036e+10,2.104666e+21,3.706238e+18,-1.839415e+20,1,51
4.956141e+07,1.111746e+15,9.678820e+09,7.269497e+09,6.065328e+19,2.423001e+17,3.494002e+19,1.118951e+07,4.806993e+13,7.049358e+07,4.301351e+06,5.926579e+13,1.672783e+13,7.022021e+13,4.292910e+07,1.620989e+15,5.839330e+09,8.377983e+09,5.858918e+19,3.354918e+17,2.189932e+19,3,51
4.607569e+07,1.051747e+15,8.624402e+09,6.271243e+09,4.605788e+19,2.029775e+17,3.771447e+19,7.719419e+06,4.323867e+13,6.846265e+06,5.127224e+05,9.067020e+11,2.277480e+12,8.614721e+11,3.950315e+07,1.471291e+15,6.227105e+09,6.985598e+09,4.605366e+19,2.674312e+17,-4.134936e+18,0,66
9.711505e+06,8.420224e+13,9.655879e+08,9.866582e+08,9.628746e+17,8.887586e+15,1.148540e+18,6.039504e+05,4.699205e+09,2.056974e+05,7.406187e+04,-6.011664e+09,4.792011e+09,-1.264550e+10,9.777699e+06,9.342809e+13,1.177212e+09,1.075207e+09,1.209627e+18,1.035521e+16,1.009402e+18,0,60
5.089925e+07,1.308886e+15,4.903100e+09,4.773773e+09,2.288608e+19,1.721309e+17,2.186968e+19,8.945251e+06,3.377595e+13,2.656337e+07,5.007544e+06,4.167498e+13,2.891810e+13,5.800380e+12,4.510357e+07,1.839703e+15,3.994185e+09,5.147934e+09,2.333188e+19,2.202767e+17,5.670342e+18,2,12
8.326159e+06,4.139162e+13,7.329094e+09,4.511416e+09,2.556766e+19,2.845120e+16,2.806910e+19,1.389450e+06,2.540750e+11,4.563507e+07,7.042364e+06,1.155428e+14,2.750357e+12,1.214763e+14,7.822196e+06,6.045216e+13,6.029958e+09,6.037694e+09,3.643035e+19,4.694159e+16,3.378432e+19,1,66
5.027669e+07,1.452242e+15,1.236110e+09,2.401703e+09,4.106564e+18,9.084049e+16,2.416375e+18,6.819316e+06,2.920228e+13,1.317410e+07,1.058648e+06,-3.590366e+12,-5.043638e+12,-3.745876e+12,4.491346e+07,1.920479e+15,1.907819e+09,2.064806e+09,4.097551e+18,8.881913e+16,-3.410562e+17,2,95
2.484557e+08,3.524932e+16,9.522402e+08,4.203133e+08,2.280525e+17,7.361021e+16,1.939084e+17,3.588936e+07,6.291891e+14,1.796487e+08,2.986784e+07,-3.924149e+14,-3.999314e+14,-5.861302e+13,2.233763e+08,4.575304e+16,6.885648e+09,1.115325e+09,2.167383e+17,-8.196071e+16,7.523012e+17,1,44
2.917593e+08,2.518740e+16,6.304097e+09,4.623751e+10,7.559098e+20,7.316369e+18,1.046334e+21,7.393172e+07,3.525662e+15,3.599084e+08,2.447832e+07,-1.674558e+15,-1.234635e+15,-1.675301e+15,2.324428e+08,4.844021e+16,3.018812e+10,3.252949e+10,1.018956e+21,7.044236e+18,-5.041709e+19,3,87
1.747381e+07,2.660886e+14,1.142140e+08,1.714613e+08,2.396483e+16,2.787748e+15,2.659667e+16,1.246535e+06,2.111357e+10,7.113245e+05,9.322358e+03,3.708464e+08,-3.487562e+08,3.368784e+08,1.754868e+07,2.884945e+14,3.431328e+08,1.697727e+08,4.034523e+16,2.705862e+15,4.809273e+16,1,71
1.591376e+08,5.765127e+15,1.806585e+09,7.281346e+09,2.633991e+19,4.872056e+17,2.929123e+19,4.504931e+07,1.462586e+15,2.640190e+08,7.394746e+07,8.680627e+15,1.115454e+15,1.332806e+16,1.208939e+08,1.322162e+16,4.513639e+09,5.121374e+09,2.461817e+19,5.766310e+17,-2.490279e+18,2,86
4.232858e+07,7.964280e+14,4.044378e+09,8.321955e+08,1.380209e+18,2.001810e+16,1.152126e+18,9.029935e+06,3.086046e+13,1.612111e+08,1.297515e+07,1.324634e+13,-2.274907e+13,1.074290e+14,3.677828e+07,1.153599e+15,1.088978e+09,1.511339e+09,1.921607e+18,4.919720e+16,-1.839582e+17,0,37
6.370021e+06,3.218948e+13,1.186158e+10,1.605378e+10,2.213258e+20,9.070012e+16,2.166372e+20,5.675266e+05,3.659375e+10,8.056464e+06,2.354183e+06,4.608388e+12,3.062622e+11,2.538893e+12,6.209250e+06,3.725784e+13,1.611544e+10,1.577142e+10,2.514354e+20,9.620321e+16,1.350023e+20,1,41
2.778626e+08,2.564971e+16,2.041746e+08,3.328376e+09,2.707921e+18,5.324051e+17,2.542668e+18,6.600443e+07,2.805698e+15,5.763812e+08,8.095214e+07,-1.326553e+16,-3.604817e+15,-1.327136e+16,2.251429e+08,4.488937e+16,4.016039e+09,2.523000e+09,7.920494e+18,4.314930e+17,1.128420e+17,3,82
4.964072e+07,1.612682e+15,7.435173e+09,4.278963e+09,2.400774e+19,1.705572e+17,1.640083e+19,5.735054e+06,1.599270e+13,2.032688e+07,2.113465e+06,-5.488995e+12,-5.980122e+12,-5.239765e+12,4.564164e+07,1.938372e+15,5.490053e+09,5.238000e+09,2.808573e+19,2.228320e+17,-5.062447e+18,2,89
3.032761e+07,4.300272e+14,3.994729e+09,3.387421e+09,1.241469e+19,7.018198e+16,1.088501e+19,5.551485e+06,1.693116e+13,1.017597e+07,1.564394e+06,6.214115e+12,4.722788e+12,3.601417e+12,2.621386e+07,6.224654e+14,2.940843e+09,3.720826e+09,1.230550e+19,9.260033e+16,9.138127e+17,0,50
1.168744e+07,1.140123e+14,6.759346e+09,6.198983e+09,4.011640e+19,6.591929e+16,4.713213e+19,7.206110e+05,1.153540e+11,9.851689e+05,1.659908e+05,-3.379539e+10,5.478859e+10,-2.241424e+10,1.134793e+07,1.248892e+14,5.879442e+09,6.476750e+09,3.996720e+19,7.236488e+16,1.254225e+19,2,101
1.993652e+07,2.329105e+14,1.994861e+09,1.249167e+09,1.969362e+18,1.905447e+16,2.119552e+18,3.050398e+06,3.109267e+12,2.874722e+07,2.664162e+06,-1.863031e+13,-4.519558e+12,-1.857256e+13,1.819197e+07,3.096402e+14,1.369189e+09,1.558580e+09,2.275932e+18,2.742564e+16,1.273478e+18,0,29
1.278936e+08,5.256596e+15,2.754611e+08,2.951756e+09,2.061225e+18,2.013561e+17,1.638918e+18,3.036652e+07,6.396802e+14,2.293220e+08,6.490360e+07,7.020250e+15,7.044941e+14,1.018164e+16,1.026022e+08,9.595193e+15,2.463968e+09,2.038926e+09,4.570033e+18,1.823559e+17,-8.899202e+17,0,81
2.382495e+08,3.817084e+16,4.545491e+10,4.708395e+10,2.178142e+21,9.177479e+18,2.115935e+21,2.445267e+07,3.711925e+14,6.481261e+07,6.901945e+06,-1.283314e+14,-1.260999e+14,-1.184493e+14,2.189994e+08,4.579389e+16,4.579565e+10,4.706869e+10,2.185290e+21,1.002963e+19,-1.484200e+20,1,97
3.216911e+08,2.257116e+16,2.038887e+09,1.354715e+10,-2.084749e+18,2.034281e+18,-8.294102e+19,9.379997e+07,6.118242e+15,9.027090e+08,1.372329e+08,-6.118279e+15,-4.901085e+15,3.220118e+15,2.434769e+08,5.238158e+16,9.505280e+09,7.464477e+09,6.279502e+19,1.522583e+18,-1.268504e+19,1,67
