subject,crop,x,y,z,distance,angle
bs056_N_N_2,60,32.092663,51.141624,-31.297733,74.18,57.5
bs056_N_N_2,60,30.382925,52.984863,-30.644695,78.69,60
bs056_N_N_2,60,28.329615,53.115784,-29.786476,72.08,62.5
bs056_N_N_2,60,25.595068,55.302052,-28.919418,72.36,65
bs056_N_N_2,60,23.732412,55.486206,-28.329538,75.89,67.5
bs056_N_N_2,60,19.853010,55.939495,-26.994381,77.02,70
bs056_N_N_2,60,18.308455,57.122665,-26.604883,75.15,72.5
bs056_N_N_2,60,14.430046,57.926659,-26.172890,73.33,75
bs056_N_N_2,60,12.485556,57.943466,-25.757227,75.54,77.5
bs056_N_N_2,60,10.543657,57.959370,-25.339342,76.5,80
bs056_N_N_2,60,8.213989,60.278389,-25.729855,71.75,82.5
bs056_N_N_2,60,5.889378,60.288689,-25.505417,65.65,85
bs056_N_N_2,60,3.578781,60.292992,-25.375538,65.19,87.5
bs056_N_N_2,60,-1.032100,60.299694,-25.190672,66.99,90
bs056_N_N_2,60,-3.332640,60.304104,-25.086596,61.55,92.5
bs056_N_N_2,60,-5.631718,60.317982,-24.933203,62.49,95
bs056_N_N_2,60,-7.916317,58.804901,-24.267515,66.99,97.5
bs056_N_N_2,60,-10.404572,58.622749,-24.235479,70.36,100
bs056_N_N_2,60,-12.492909,58.427265,-24.233677,67.63,102.5
bs056_N_N_2,60,-14.787597,58.429245,-24.227745,69.93,105
bs056_N_N_2,60,-18.792473,56.751652,-24.134251,76.04,107.5
bs056_N_N_2,60,-21.007687,56.551773,-24.338963,78.07,110
bs056_N_N_2,60,-23.340504,56.186035,-24.706621,68.56,112.5
bs056_N_N_2,60,-25.697063,54.287991,-24.651649,69.74,115
bs056_N_N_2,60,-27.961880,54.201241,-25.129305,69.02,117.5
bs056_N_N_2,60,-30.352247,51.999748,-25.232691,69.89,120
bs056_N_N_2,60,-32.756516,49.743439,-25.902744,74.8,122.5
bs056_N_N_2,60,-35.019016,49.604706,-26.546375,71.03,125
bs056_N_N_2,60,-37.346096,47.691418,-27.232372,72.69,127.5
bs056_N_N_2,60,-38.454693,45.495049,-32.134289,71.87,130
bs056_N_N_2,60,-41.146381,44.228008,-28.342022,71.6,132.5
bs056_N_N_2,60,-41.558323,42.916546,-29.109615,70.28,135
bs056_N_N_2,60,-43.912251,40.088108,-32.728962,70.8,137.5
bs056_N_N_2,60,-46.504883,37.964390,-35.118950,67.5,140
bs056_N_N_2,60,-46.565823,36.761871,-36.024025,66.69,142.5
bs056_N_N_2,60,-48.629257,34.371693,-38.292027,67.49,145
bs056_N_N_2,60,-50.872398,32.286251,-40.583576,66.18,147.5
bs056_N_N_2,60,-51.625629,30.005606,-42.156895,67.76,150
bs056_N_N_2,60,-53.878632,27.848230,-44.654190,72.03,152.5
bs056_N_N_2,60,-53.936451,25.862280,-44.743874,72.67,155
bs056_N_N_2,60,-55.781666,23.068928,-48.846909,74.41,157.5
bs056_N_N_2,60,-56.207104,20.804249,-50.510620,73.25,160
bs056_N_N_2,60,-57.836029,19.150536,-51.822235,68.32,162.5
bs056_N_N_2,60,-58.242371,14.477098,-51.413330,68.76,165
bs056_N_N_2,60,-58.229397,12.126329,-51.015228,68.3,167.5
bs056_N_N_2,60,-58.595207,9.772295,-50.592430,66.01,170
bs056_N_N_2,60,-59.779724,7.366298,-50.917534,68.8,172.5
bs056_N_N_2,60,-59.261360,5.462480,-49.428185,69.21,175
bs056_N_N_2,60,-60.513905,3.436555,-50.274609,70.45,177.5
bs056_N_N_2,60,-60.846886,-0.462236,-49.259163,65.15,180
bs056_N_N_3,20,19.889231,-0.426282,-29.548346,24.85,0
bs056_N_N_3,20,19.509201,1.273234,-29.765648,18.73,2.5
bs056_N_N_3,20,20.457033,1.790854,-30.567074,19.81,5
bs056_N_N_3,20,20.457033,1.790854,-30.567074,19.81,7.5
bs056_N_N_3,20,20.248869,3.658448,-31.073364,24,10
bs056_N_N_3,20,20.248869,3.658448,-31.073364,24,12.5
bs056_N_N_3,20,20.085932,5.904216,-31.549528,21.41,15
bs056_N_N_3,20,20.085932,5.904216,-31.549528,21.41,17.5
bs056_N_N_3,20,19.352169,7.529685,-31.738218,24.61,20
bs056_N_N_3,20,18.187105,8.142508,-31.548590,24.73,22.5
bs056_N_N_3,20,18.187105,8.142508,-31.548590,24.73,25
bs056_N_N_3,20,17.719240,9.792959,-32.043869,23.54,27.5
bs056_N_N_3,20,17.719240,9.792959,-32.043869,23.54,30
bs056_N_N_3,20,16.151531,10.472696,-31.086365,20.62,32.5
bs056_N_N_3,20,16.151531,10.472696,-31.086365,20.62,35
bs056_N_N_3,20,15.513986,12.570948,-31.531710,23.53,37.5
bs056_N_N_3,20,15.513986,12.570948,-31.531710,23.53,40
bs056_N_N_3,20,14.334073,12.873425,-30.407164,21.03,42.5
bs056_N_N_3,20,13.854198,14.963846,-31.078102,22.63,45
bs056_N_N_3,20,13.854198,14.963846,-31.078102,22.63,47.5
bs056_N_N_3,20,12.926446,14.519161,-29.612400,21.6,50
bs056_N_N_3,20,11.918864,15.040155,-28.697674,20.47,52.5
bs056_N_N_3,20,11.157617,17.120674,-28.921633,23.89,55
bs056_N_N_3,20,11.157617,17.120674,-28.921633,23.89,57.5
bs056_N_N_3,20,9.657381,17.435505,-26.418900,22.83,60
bs056_N_N_3,20,9.657381,17.435505,-26.418900,22.83,62.5
bs056_N_N_3,20,7.987371,18.924177,-24.296997,21.83,65
bs056_N_N_3,20,7.987371,18.924177,-24.296997,21.83,67.5
bs056_N_N_3,20,6.743403,19.279825,-22.118580,23.2,70
bs056_N_N_3,20,5.828083,19.062391,-19.804482,21.47,72.5
bs056_N_N_3,20,4.707962,19.419764,-17.796049,22.63,75
bs056_N_N_3,20,4.707962,19.419764,-17.796049,22.63,77.5
bs056_N_N_3,20,3.731349,19.039433,-15.848282,21.41,80
bs056_N_N_3,20,2.388812,19.659328,-14.986974,22.14,82.5
bs056_N_N_3,20,2.388812,19.659328,-14.986974,22.14,85
bs056_N_N_3,20,-0.275866,19.243099,-13.027637,19.98,87.5
bs056_N_N_3,20,-0.275866,19.243099,-13.027637,19.98,90
bs056_N_N_3,20,-0.841280,20.560184,-14.111238,21.41,92.5
bs056_N_N_3,20,-0.841280,20.560184,-14.111238,21.41,95
bs056_N_N_3,20,-2.703981,19.305466,-13.039126,20.44,97.5
bs056_N_N_3,20,-2.703981,19.305466,-13.039126,20.44,100
bs056_N_N_3,20,-4.300799,20.427080,-14.275977,22.98,102.5
bs056_N_N_3,20,-5.101799,18.939358,-13.542653,22.45,105
bs056_N_N_3,20,-5.101799,18.939358,-13.542653,22.45,107.5
bs056_N_N_3,20,-7.403634,18.939060,-15.501348,22.8,110
bs056_N_N_3,20,-7.403634,18.939060,-15.501348,22.8,112.5
bs056_N_N_3,20,-8.803842,18.071505,-16.572088,23.03,115
bs056_N_N_3,20,-8.803842,18.071505,-16.572088,23.03,117.5
bs056_N_N_3,20,-9.968993,16.687338,-17.577391,22.15,120
bs056_N_N_3,20,-11.006621,16.150232,-18.582241,21.62,122.5
bs056_N_N_3,20,-11.604019,16.762791,-20.569057,22.48,125
bs056_N_N_3,20,-12.497491,15.784708,-21.364338,21.33,127.5
bs056_N_N_3,20,-12.497491,15.784708,-21.364338,21.33,130
bs056_N_N_3,20,-13.979428,14.989573,-23.981966,21.97,132.5
bs056_N_N_3,20,-13.578265,14.222366,-22.549091,21.1,135
bs056_N_N_3,20,-14.712821,14.198223,-24.870586,22.24,137.5
bs056_N_N_3,20,-15.220075,12.063053,-25.063751,20.84,140
bs056_N_N_3,20,-16.177851,11.847715,-26.679976,23.88,142.5
bs056_N_N_3,20,-16.177851,11.847715,-26.679976,23.88,145
bs056_N_N_3,20,-16.925228,11.059568,-28.009464,22.53,147.5
bs056_N_N_3,20,-16.879206,9.508629,-26.975178,21.28,150
bs056_N_N_3,20,-17.962233,9.325676,-29.224745,22.98,152.5
bs056_N_N_3,20,-17.962233,9.325676,-29.224745,22.98,155
bs056_N_N_3,20,-18.384054,7.521675,-29.397385,26.86,157.5
bs056_N_N_3,20,-19.161039,7.498608,-30.106524,27.64,160
bs056_N_N_3,20,-19.306074,5.349910,-29.880808,24.01,162.5
bs056_N_N_3,20,-19.306074,5.349910,-29.880808,24.01,165
bs056_N_N_3,20,-19.306074,5.349910,-29.880808,24.01,167.5
bs056_N_N_3,20,-19.717802,3.204918,-29.411678,22.82,170
bs056_N_N_3,20,-19.717802,3.204918,-29.411678,22.82,172.5
bs056_N_N_3,20,-20.167875,1.297452,-24.962435,21.97,175
bs056_N_N_3,20,-19.732559,0.606938,-20.122259,20.94,177.5
bs056_N_N_3,20,-20.517168,0.157488,-22.819796,23.54,180
bs056_N_N_3,40,40.721207,0.278642,-37.257568,46.51,0
bs056_N_N_3,40,40.695499,2.199820,-38.037971,45.03,2.5
bs056_N_N_3,40,40.263634,3.740043,-38.405964,42.54,5
bs056_N_N_3,40,40.963493,4.446458,-39.026234,44.15,7.5
bs056_N_N_3,40,38.344650,6.469322,-39.291592,44.09,10
bs056_N_N_3,40,38.295048,8.567567,-40.071323,43.35,12.5
bs056_N_N_3,40,38.406471,10.453938,-40.693920,42.64,15
bs056_N_N_3,40,38.638897,11.486816,-41.165531,42.92,17.5
bs056_N_N_3,40,36.953117,13.379692,-41.197109,44.73,20
bs056_N_N_3,40,36.622662,15.437380,-41.297939,48.73,22.5
bs056_N_N_3,40,37.096989,17.512892,-41.166153,48.07,25
bs056_N_N_3,40,36.045582,17.991211,-40.347786,48.39,27.5
bs056_N_N_3,40,34.353031,19.672091,-38.890919,45.33,30
bs056_N_N_3,40,33.738411,22.500580,-37.305157,44.55,32.5
bs056_N_N_3,40,33.738411,22.500580,-37.305157,44.55,35
bs056_N_N_3,40,31.439018,25.001369,-37.177643,45.62,37.5
bs056_N_N_3,40,31.439018,25.001369,-37.177643,45.62,40
bs056_N_N_3,40,28.939993,26.676693,-37.550194,46.51,42.5
bs056_N_N_3,40,28.790947,28.525158,-37.928745,45.06,45
bs056_N_N_3,40,26.816786,28.819378,-37.082497,44.57,47.5
bs056_N_N_3,40,25.970884,31.355844,-35.972618,46.01,50
bs056_N_N_3,40,24.941523,31.601873,-36.541275,47.22,52.5
bs056_N_N_3,40,24.126282,33.054718,-34.303909,47.53,55
bs056_N_N_3,40,21.960447,33.523880,-36.250565,49.37,57.5
bs056_N_N_3,40,19.821449,35.365391,-37.172199,51.31,60
bs056_N_N_3,40,17.877905,35.322456,-37.787201,51.05,62.5
bs056_N_N_3,40,17.877905,35.322456,-37.787201,51.05,65
bs056_N_N_3,40,15.685497,37.113415,-37.156105,47.66,67.5
bs056_N_N_3,40,13.258973,37.349266,-35.604179,49.2,70
bs056_N_N_3,40,12.351997,38.156384,-34.245865,46.82,72.5
bs056_N_N_3,40,10.717830,39.577358,-31.141838,47.76,75
bs056_N_N_3,40,9.169227,38.730709,-30.707842,52.82,77.5
bs056_N_N_3,40,6.536184,38.847878,-28.473188,46.49,80
bs056_N_N_3,40,5.727542,39.563850,-27.344284,48.06,82.5
bs056_N_N_3,40,3.665443,39.218113,-26.418308,45.11,85
bs056_N_N_3,40,1.246207,39.221367,-25.180553,42.15,87.5
bs056_N_N_3,40,-1.055910,39.156418,-24.372135,41.41,90
bs056_N_N_3,40,-1.055910,39.156418,-24.372135,41.41,92.5
bs056_N_N_3,40,-3.241037,39.013401,-23.975321,40.88,95
bs056_N_N_3,40,-5.424564,39.061497,-23.766684,41.11,97.5
bs056_N_N_3,40,-7.263879,38.826107,-23.978163,42.03,100
bs056_N_N_3,40,-9.334273,38.901470,-24.577320,49.48,102.5
bs056_N_N_3,40,-9.334273,38.901470,-24.577320,49.48,105
bs056_N_N_3,40,-12.371183,38.080078,-25.984232,46.82,107.5
bs056_N_N_3,40,-13.622114,36.791443,-27.526018,47.52,110
bs056_N_N_3,40,-16.078306,36.701893,-29.333868,46.3,112.5
bs056_N_N_3,40,-16.565132,35.738735,-30.903225,46.15,115
bs056_N_N_3,40,-19.284962,35.740982,-33.356346,48.03,117.5
bs056_N_N_3,40,-20.041721,35.006985,-34.707867,46.72,120
bs056_N_N_3,40,-21.562805,33.524704,-37.337021,44.06,122.5
bs056_N_N_3,40,-22.918556,32.576851,-38.934006,44.99,125
bs056_N_N_3,40,-25.154295,31.798687,-39.774185,48.34,127.5
bs056_N_N_3,40,-25.031855,29.629795,-39.725773,41.92,130
bs056_N_N_3,40,-27.098783,29.754793,-38.904633,45.16,132.5
bs056_N_N_3,40,-28.926687,27.934727,-39.430199,47.58,135
bs056_N_N_3,40,-29.194998,27.040873,-41.104187,46.23,137.5
bs056_N_N_3,40,-31.659891,25.140476,-40.238941,47.89,140
bs056_N_N_3,40,-31.659891,25.140476,-40.238941,47.89,142.5
bs056_N_N_3,40,-33.815575,22.880695,-40.061028,46.66,145
bs056_N_N_3,40,-33.850407,21.534788,-39.755482,46.32,147.5
bs056_N_N_3,40,-33.757301,20.348495,-38.770565,50.87,150
bs056_N_N_3,40,-36.015724,18.313986,-38.492012,51.37,152.5
bs056_N_N_3,40,-35.942776,15.982054,-39.207714,48.78,155
bs056_N_N_3,40,-35.942776,15.982054,-39.207714,48.78,157.5
bs056_N_N_3,40,-38.222260,13.612413,-40.597889,52.51,160
bs056_N_N_3,40,-37.930607,11.396236,-41.506908,46.63,162.5
bs056_N_N_3,40,-38.921421,10.884369,-42.025188,46.73,165
bs056_N_N_3,40,-38.838860,8.939684,-42.067471,45.95,167.5
bs056_N_N_3,40,-39.518410,6.595834,-41.850037,46.18,170
bs056_N_N_3,40,-39.964245,4.767833,-41.634445,46.5,172.5
bs056_N_N_3,40,-40.146408,2.662704,-40.944443,44.98,175
bs056_N_N_3,40,-40.146408,2.662704,-40.944443,44.98,177.5
bs056_N_N_3,40,-39.522079,-0.216707,-39.322914,45.78,180
bs056_N_N_3,60,58.898312,0.697041,-51.110355,65.26,0
bs056_N_N_3,60,58.715359,2.525556,-51.322845,60.14,2.5
bs056_N_N_3,60,58.896980,4.732838,-52.687225,61.94,5
bs056_N_N_3,60,58.682110,6.730217,-53.192467,64.38,7.5
bs056_N_N_3,60,57.278416,9.398895,-52.923595,64.24,10
bs056_N_N_3,60,55.840858,13.073256,-53.971004,64.84,12.5
bs056_N_N_3,60,55.840858,13.073256,-53.971004,64.84,15
bs056_N_N_3,60,54.798592,16.388880,-54.809090,62.81,17.5
bs056_N_N_3,60,53.617416,20.383221,-55.836361,68.45,20
bs056_N_N_3,60,53.617416,20.383221,-55.836361,68.45,22.5
bs056_N_N_3,60,51.537064,24.714912,-55.415939,67.08,25
bs056_N_N_3,60,51.175480,27.170456,-55.579868,64.38,27.5
bs056_N_N_3,60,50.752159,32.017773,-53.611462,70.44,30
bs056_N_N_3,60,50.752159,32.017773,-53.611462,70.44,32.5
bs056_N_N_3,60,49.408543,34.215435,-51.257416,68.88,35
bs056_N_N_3,60,47.146576,36.226044,-48.769009,68.16,37.5
bs056_N_N_3,60,46.719856,38.677956,-46.578094,70.99,40
bs056_N_N_3,60,44.517025,40.534546,-43.935310,72.15,42.5
bs056_N_N_3,60,42.608097,42.537346,-41.374065,70.1,45
bs056_N_N_3,60,40.757366,44.443962,-39.018532,68.72,47.5
bs056_N_N_3,60,38.319199,46.644085,-36.445957,72.51,50
bs056_N_N_3,60,37.411392,47.471649,-35.567783,74.17,52.5
bs056_N_N_3,60,35.120033,49.597488,-33.536331,75.18,55
bs056_N_N_3,60,32.413868,50.254211,-31.435156,75.67,57.5
bs056_N_N_3,60,30.045502,51.704895,-29.473909,72.55,60
bs056_N_N_3,60,28.085272,53.963757,-28.877354,82.05,62.5
bs056_N_N_3,60,25.778723,53.874218,-27.968769,75.86,65
bs056_N_N_3,60,23.296669,55.899311,-27.039078,75.25,67.5
bs056_N_N_3,60,21.465502,56.067097,-26.651184,76.12,70
bs056_N_N_3,60,17.130999,57.886520,-26.074816,72.8,72.5
bs056_N_N_3,60,14.774852,57.817005,-25.577843,73.42,75
bs056_N_N_3,60,12.815392,58.147457,-25.508587,72.81,77.5
bs056_N_N_3,60,10.328542,59.097744,-25.295525,71.76,80
bs056_N_N_3,60,7.736026,59.537540,-25.416399,67.61,82.5
bs056_N_N_3,60,5.203543,59.655022,-25.320589,70.45,85
bs056_N_N_3,60,3.071908,60.172363,-25.611446,66.02,87.5
bs056_N_N_3,60,0.749638,59.712845,-25.354000,65.17,90
bs056_N_N_3,60,-3.126124,59.599831,-25.287640,63.33,92.5
bs056_N_N_3,60,-5.448806,59.539257,-25.439793,64.81,95
bs056_N_N_3,60,-7.748077,59.467453,-25.480667,62.79,97.5
bs056_N_N_3,60,-10.037932,59.391472,-25.465761,64.39,100
bs056_N_N_3,60,-12.168153,59.246376,-25.525906,67.36,102.5
bs056_N_N_3,60,-14.550380,57.308365,-25.134817,70.56,105
bs056_N_N_3,60,-18.826130,56.920586,-25.663223,68.67,107.5
bs056_N_N_3,60,-21.365707,57.113155,-26.199966,70.63,110
bs056_N_N_3,60,-23.797064,55.206451,-26.117231,69.88,112.5
bs056_N_N_3,60,-25.965595,54.706417,-26.390957,70.19,115
bs056_N_N_3,60,-28.215776,52.365494,-26.509077,73.96,117.5
bs056_N_N_3,60,-30.434591,52.253689,-27.196295,70.17,120
bs056_N_N_3,60,-32.409878,50.016514,-27.456493,69.48,122.5
bs056_N_N_3,60,-33.993649,49.999058,-27.826687,67.97,125
bs056_N_N_3,60,-36.652950,47.656586,-28.872347,72.51,127.5
bs056_N_N_3,60,-38.881382,45.292175,-30.249332,70.3,130
bs056_N_N_3,60,-41.128075,43.299919,-31.762377,68.99,132.5
bs056_N_N_3,60,-42.663628,41.364296,-35.054279,68.43,135
bs056_N_N_3,60,-43.536583,40.470142,-35.772175,72,137.5
bs056_N_N_3,60,-45.898289,37.968037,-38.068867,68.79,140
bs056_N_N_3,60,-47.343838,36.607204,-39.414383,67.22,142.5
bs056_N_N_3,60,-49.641304,33.742161,-43.200130,67.2,145
bs056_N_N_3,60,-50.142704,32.756428,-44.359524,68.02,147.5
bs056_N_N_3,60,-51.483067,29.368002,-45.779102,68.69,150
bs056_N_N_3,60,-53.545643,26.928402,-48.535542,74.26,152.5
bs056_N_N_3,60,-54.325127,25.013332,-50.025990,76.76,155
bs056_N_N_3,60,-55.736835,24.368675,-52.381451,73.22,157.5
bs056_N_N_3,60,-55.635353,20.437620,-52.185886,73.37,160
bs056_N_N_3,60,-55.162529,18.179892,-52.479530,68.23,162.5
bs056_N_N_3,60,-56.538532,16.039762,-54.068573,68.47,165
bs056_N_N_3,60,-56.698311,13.913841,-53.949509,66.7,167.5
bs056_N_N_3,60,-57.333481,8.818450,-52.938824,65.37,170
bs056_N_N_3,60,-57.333481,8.818450,-52.938824,65.37,172.5
bs056_N_N_3,60,-58.083920,4.252538,-52.171265,65.84,175
bs056_N_N_3,60,-59.359303,3.161207,-53.039001,67.24,177.5
bs056_N_N_3,60,-59.527138,-0.050254,-52.016197,64.48,180
bs057_N_N_0,20,20.199621,-1.015794,-30.851383,22.01,0
bs057_N_N_0,20,19.801870,1.122992,-31.402967,22.43,2.5
bs057_N_N_0,20,19.801870,1.122992,-31.402967,22.43,5
bs057_N_N_0,20,20.551128,1.890888,-31.829016,24.29,7.5
bs057_N_N_0,20,20.230875,3.779179,-32.277103,22.3,10
bs057_N_N_0,20,19.154776,3.792014,-31.945032,21.22,12.5
bs057_N_N_0,20,19.034426,5.901698,-32.386711,23.82,15
bs057_N_N_0,20,19.034426,5.901698,-32.386711,23.82,17.5
bs057_N_N_0,20,19.034426,5.901698,-32.386711,23.82,20
bs057_N_N_0,20,19.676548,7.969442,-33.346333,25.57,22.5
bs057_N_N_0,20,17.149042,8.031437,-32.314312,26.08,25
bs057_N_N_0,20,17.967289,10.248341,-33.495178,25.72,27.5
bs057_N_N_0,20,17.967289,10.248341,-33.495178,25.72,30
bs057_N_N_0,20,16.622601,10.024522,-32.824841,22.74,32.5
bs057_N_N_0,20,16.215546,12.039388,-33.498657,24.45,35
bs057_N_N_0,20,16.215546,12.039388,-33.498657,24.45,37.5
bs057_N_N_0,20,15.881676,13.552842,-34.021889,25.85,40
bs057_N_N_0,20,14.410946,14.367456,-33.326736,24.56,42.5
bs057_N_N_0,20,14.410946,14.367456,-33.326736,24.56,45
bs057_N_N_0,20,12.944887,14.824104,-32.459579,24.29,47.5
bs057_N_N_0,20,12.944887,14.824104,-32.459579,24.29,50
bs057_N_N_0,20,11.597586,16.497862,-31.885334,22.73,52.5
bs057_N_N_0,20,11.597586,16.497862,-31.885334,22.73,55
bs057_N_N_0,20,10.647863,16.807224,-30.870552,24.1,57.5
bs057_N_N_0,20,9.546520,17.142313,-29.439093,23.47,60
bs057_N_N_0,20,9.546520,17.142313,-29.439093,23.47,62.5
bs057_N_N_0,20,8.263431,17.341997,-27.200003,24.12,65
bs057_N_N_0,20,7.211927,17.886587,-24.936340,22.74,67.5
bs057_N_N_0,20,7.427672,19.431379,-27.502588,24.3,70
bs057_N_N_0,20,6.575500,19.762316,-25.437229,24.31,72.5
bs057_N_N_0,20,5.023469,19.187330,-20.291519,25.22,75
bs057_N_N_0,20,5.023469,19.187330,-20.291519,25.22,77.5
bs057_N_N_0,20,3.576454,19.089293,-16.796175,26.38,80
bs057_N_N_0,20,2.665736,19.389658,-15.987932,25.66,82.5
bs057_N_N_0,20,1.321292,19.289316,-14.851521,25.51,85
bs057_N_N_0,20,0.649234,20.646294,-15.586605,22.12,87.5
bs057_N_N_0,20,0.649234,20.646294,-15.586605,22.12,90
bs057_N_N_0,20,-0.734777,19.389616,-14.384661,20.25,92.5
bs057_N_N_0,20,-0.734777,19.389616,-14.384661,20.25,95
bs057_N_N_0,20,-2.865039,19.254473,-14.731121,22.31,97.5
bs057_N_N_0,20,-2.865039,19.254473,-14.731121,22.31,100
bs057_N_N_0,20,-4.539403,18.918280,-15.411861,21.76,102.5
bs057_N_N_0,20,-5.468927,19.020010,-16.329004,22.66,105
bs057_N_N_0,20,-5.468927,19.020010,-16.329004,22.66,107.5
bs057_N_N_0,20,-6.770739,18.439096,-17.405989,22.88,110
bs057_N_N_0,20,-7.617871,18.550749,-18.872221,24.8,112.5
bs057_N_N_0,20,-8.519793,17.818733,-19.682997,24.86,115
bs057_N_N_0,20,-9.394690,17.765350,-21.253181,23.41,117.5
bs057_N_N_0,20,-10.198294,17.308716,-22.313520,25.28,120
bs057_N_N_0,20,-11.196608,16.959309,-23.806177,25.23,122.5
bs057_N_N_0,20,-11.196608,16.959309,-23.806177,25.23,125
bs057_N_N_0,20,-12.215948,16.336395,-24.979950,24.1,127.5
bs057_N_N_0,20,-13.233385,14.479601,-25.661753,22.44,130
bs057_N_N_0,20,-13.233385,14.479601,-25.661753,22.44,132.5
bs057_N_N_0,20,-14.376003,13.930095,-26.579639,23.37,135
bs057_N_N_0,20,-14.376003,13.930095,-26.579639,23.37,137.5
bs057_N_N_0,20,-15.546904,11.798472,-27.198214,24.75,140
bs057_N_N_0,20,-15.546904,11.798472,-27.198214,24.75,142.5
bs057_N_N_0,20,-16.976116,11.500781,-28.432871,25.22,145
bs057_N_N_0,20,-16.976116,11.500781,-28.432871,25.22,147.5
bs057_N_N_0,20,-16.872990,9.501957,-27.500643,25.79,150
bs057_N_N_0,20,-18.450399,8.973003,-28.800951,29.23,152.5
bs057_N_N_0,20,-18.450399,8.973003,-28.800951,29.23,155
bs057_N_N_0,20,-18.508614,7.049819,-28.311165,28.5,157.5
bs057_N_N_0,20,-18.508614,7.049819,-28.311165,28.5,160
bs057_N_N_0,20,-19.484186,5.493952,-28.508041,26.11,162.5
bs057_N_N_0,20,-19.484186,5.493952,-28.508041,26.11,165
bs057_N_N_0,20,-18.644083,4.500903,-27.716291,24.81,167.5
bs057_N_N_0,20,-20.939146,4.125649,-29.028860,27.72,170
bs057_N_N_0,20,-20.715416,1.796965,-28.371744,27.87,172.5
bs057_N_N_0,20,-20.715416,1.796965,-28.371744,27.87,175
bs057_N_N_0,20,-20.715416,1.796965,-28.371744,27.87,177.5
bs057_N_N_0,20,-20.628534,-0.306514,-27.970661,25.44,180
bs057_N_N_0,40,40.226070,-0.789855,-38.415932,42.11,0
bs057_N_N_0,40,40.425831,1.608004,-38.566513,43.69,2.5
bs057_N_N_0,40,40.340710,3.693175,-38.672729,44.8,5
bs057_N_N_0,40,40.193268,5.843908,-38.929764,46.77,7.5
bs057_N_N_0,40,40.086201,7.956177,-39.449234,44.27,10
bs057_N_N_0,40,38.204422,8.024595,-38.458458,42.76,12.5
bs057_N_N_0,40,37.849281,10.160681,-39.270790,42.95,15
bs057_N_N_0,40,37.691624,12.124507,-40.048622,47.02,17.5
bs057_N_N_0,40,37.613773,14.192446,-40.788658,46.19,20
bs057_N_N_0,40,37.435654,16.192335,-41.381683,46.74,22.5
bs057_N_N_0,40,35.401024,16.432158,-40.325958,48.06,25
bs057_N_N_0,40,35.437740,18.733725,-40.731606,51.67,27.5
bs057_N_N_0,40,34.434139,19.237352,-40.298271,46.21,30
bs057_N_N_0,40,34.503414,21.578846,-40.616982,48.28,32.5
bs057_N_N_0,40,33.395058,23.788124,-39.274040,48.85,35
bs057_N_N_0,40,32.252476,23.901512,-38.305290,48.84,37.5
bs057_N_N_0,40,30.595924,26.233131,-39.951069,49.24,40
bs057_N_N_0,40,30.376921,27.098370,-40.162258,49.06,42.5
bs057_N_N_0,40,27.410419,27.882122,-38.994843,45.59,45
bs057_N_N_0,40,27.006836,29.766150,-38.983585,48.98,47.5
bs057_N_N_0,40,25.638105,31.249132,-41.204624,49.43,50
bs057_N_N_0,40,24.817701,32.118477,-40.197781,48.89,52.5
bs057_N_N_0,40,22.862349,31.933161,-39.221569,46.62,55
bs057_N_N_0,40,20.569889,34.111374,-40.624111,47.44,57.5
bs057_N_N_0,40,20.569889,34.111374,-40.624111,47.44,60
bs057_N_N_0,40,18.203554,35.913574,-40.057861,47.42,62.5
bs057_N_N_0,40,15.989592,36.417648,-40.606720,48.27,65
bs057_N_N_0,40,15.989592,36.417648,-40.606720,48.27,67.5
bs057_N_N_0,40,13.355997,37.040520,-40.332912,46.26,70
bs057_N_N_0,40,11.450964,38.489677,-39.428211,49.81,72.5
bs057_N_N_0,40,10.525696,39.370415,-38.874043,49.35,75
bs057_N_N_0,40,8.833290,39.180573,-38.389145,48.22,77.5
bs057_N_N_0,40,7.063716,38.467598,-37.401165,50.63,80
bs057_N_N_0,40,5.296973,39.853012,-34.679913,53.43,82.5
bs057_N_N_0,40,3.252854,39.791245,-32.380222,48.65,85
bs057_N_N_0,40,1.883700,39.559723,-31.259394,47.39,87.5
bs057_N_N_0,40,0.490081,39.651970,-30.347691,45.09,90
bs057_N_N_0,40,-0.910508,39.703011,-29.654192,44.6,92.5
bs057_N_N_0,40,-3.004252,39.641159,-29.325401,42.86,95
bs057_N_N_0,40,-5.089332,39.482735,-29.493225,43.84,97.5
bs057_N_N_0,40,-7.539632,39.195137,-30.256493,45.58,100
bs057_N_N_0,40,-7.539632,39.195137,-30.256493,45.58,102.5
bs057_N_N_0,40,-9.990664,38.739990,-31.968800,46.01,105
bs057_N_N_0,40,-12.496166,38.006126,-34.473610,45.82,107.5
bs057_N_N_0,40,-13.679207,38.110519,-35.414242,47.38,110
bs057_N_N_0,40,-15.913710,37.567551,-37.551907,48.19,112.5
bs057_N_N_0,40,-16.644096,36.936188,-38.289165,48.21,115
bs057_N_N_0,40,-17.684637,34.968376,-39.725082,50.62,117.5
bs057_N_N_0,40,-20.285147,34.934715,-40.145245,48.9,120
bs057_N_N_0,40,-21.811794,33.007095,-40.633430,47.3,122.5
bs057_N_N_0,40,-22.481037,31.988672,-40.025337,48.35,125
