u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,sample,subject
7.479212e+09,6.470041e+18,2.344296e+09,1.124145e+08,5.043922e+16,2.614971e+17,4.280508e+16,2.884409e+09,4.209564e+18,7.882886e+09,1.481257e+09,-5.059435e+18,-3.039064e+18,-5.034228e+18,5.427760e+09,2.120824e+19,1.650324e+08,5.596447e+08,3.783663e+16,2.009824e+18,-1.787191e+17,1,47
3.839709e+09,1.169823e+18,2.172534e+09,7.115246e+07,2.477732e+16,6.976671e+16,2.505558e+16,1.644302e+09,1.266859e+18,3.962972e+09,7.714250e+08,-1.316048e+18,-8.577878e+17,-1.177686e+18,2.718264e+09,4.900560e+18,6.561888e+08,2.823023e+08,6.708624e+16,6.174522e+17,-6.913764e+16,2,55
3.673579e+09,3.670892e+17,1.145521e+08,9.784318e+05,6.693112e+12,5.250553e+14,-4.990408e+12,1.716228e+09,1.898644e+18,3.610502e+09,5.861794e+08,-8.031280e+17,-7.848973e+17,-8.102698e+17,2.295666e+09,3.873303e+18,1.210918e+08,6.572186e+07,-3.055145e+15,-1.103085e+17,-3.395817e+15,2,86
3.659182e+09,6.211195e+17,1.388506e+08,9.551794e+06,1.626489e+14,7.279519e+15,4.804691e+14,1.649198e+09,1.524575e+18,3.861311e+09,6.719110e+08,-1.062283e+18,-8.190403e+17,-9.862311e+17,2.424475e+09,4.137543e+18,2.634293e+07,8.203357e+07,3.548558e+15,1.339224e+16,3.252031e+15,0,59
5.870392e+09,2.540791e+18,3.036993e+08,1.757009e+07,1.221165e+15,2.796981e+16,7.790686e+14,2.519399e+09,3.091222e+18,6.829375e+09,1.218656e+09,-3.480748e+18,-2.142434e+18,-3.179007e+18,4.112568e+09,1.216507e+19,6.437557e+08,2.645919e+08,-8.386503e+16,-4.666803e+17,-6.086165e+16,0,27
5.209380e+09,3.038546e+18,8.212018e+08,6.947517e+07,1.106809e+16,1.028329e+17,1.417323e+16,2.087486e+09,1.918775e+18,6.532593e+09,1.493675e+09,-4.647015e+18,-2.062762e+18,-4.374146e+18,3.824369e+09,9.863248e+18,1.176017e+09,6.984725e+08,-1.550070e+17,-1.195948e+18,3.299952e+16,0,32
4.660621e+09,2.821564e+18,7.555050e+08,1.596606e+07,1.708949e+15,2.652681e+16,1.845893e+15,1.735639e+09,1.573487e+18,3.114102e+09,5.519926e+08,-7.206822e+17,-6.901805e+17,-6.820503e+17,3.408217e+09,9.080770e+18,1.833226e+08,1.449211e+08,3.745344e+15,-1.203856e+16,-4.873619e+15,1,25
6.349043e+09,4.103284e+18,1.802712e+09,4.972323e+07,1.278057e+16,8.685585e+16,1.191045e+16,2.499514e+09,3.348166e+18,4.913793e+09,8.794516e+08,-1.809531e+18,-1.602057e+18,-1.711073e+18,4.520163e+09,1.514270e+19,1.361917e+08,3.728971e+08,6.501666e+16,9.969686e+17,-3.693811e+15,0,24
3.441499e+09,7.951119e+17,1.748451e+08,6.330215e+06,2.038057e+14,5.628171e+15,1.568584e+14,1.423790e+09,1.271634e+18,2.641077e+09,4.406164e+08,-4.690006e+17,-4.936809e+17,-4.671396e+17,2.313865e+09,4.084170e+18,7.621084e+07,4.013746e+07,-5.999339e+14,7.577355e+16,-1.159297e+15,0,88
4.344037e+09,2.145814e+18,1.401117e+08,2.059984e+07,1.392260e+14,1.572771e+16,-1.133453e+14,1.658050e+09,1.503526e+18,2.939728e+09,5.644566e+08,-7.236350e+17,-6.903573e+17,-7.423890e+17,3.117966e+09,7.318453e+18,2.158562e+07,7.883716e+07,-3.250812e+15,1.410814e+17,-2.924565e+15,2,103
4.833324e+09,6.360964e+17,5.384206e+07,3.813987e+06,5.284520e+13,2.219032e+15,4.675986e+13,2.384443e+09,2.754473e+18,9.203670e+09,1.713692e+09,-6.799072e+18,-2.844096e+18,-6.575539e+18,3.173814e+09,6.020030e+18,3.550616e+08,2.706828e+08,-6.488360e+15,-5.120822e+17,-4.639580e+16,2,81
4.391785e+09,1.598351e+18,9.229920e+07,9.014949e+06,2.583822e+14,1.110667e+16,2.792677e+14,1.813430e+09,1.814735e+18,3.673094e+09,5.574007e+08,-7.929053e+17,-7.501461e+17,-7.977205e+17,3.045366e+09,6.951802e+18,2.412787e+08,1.945366e+06,-1.922029e+13,3.636912e+15,1.359965e+13,1,77
4.040728e+09,1.776017e+18,1.305056e+08,5.570149e+06,1.466221e+13,1.192789e+15,-2.387044e+13,1.531591e+09,1.409429e+18,2.155060e+09,3.725809e+08,-3.177035e+17,-4.312191e+17,-2.986754e+17,2.856260e+09,6.306803e+18,4.032042e+06,3.905360e+07,-4.788863e+14,5.151218e+16,-3.855686e+14,0,14
3.977247e+09,2.304479e+18,1.574511e+09,1.463216e+08,5.132266e+16,1.687339e+17,3.163615e+16,1.428489e+09,1.073977e+18,2.249137e+09,4.516001e+08,-4.479366e+17,-4.653807e+17,-4.041981e+17,2.942588e+09,6.617490e+18,3.308552e+08,3.619409e+08,7.862370e+16,9.002960e+17,-8.730403e+16,2,52
5.734859e+09,3.673729e+18,2.932808e+09,1.962273e+08,5.608478e+16,2.080738e+17,1.203889e+16,2.224442e+09,2.542726e+18,4.473115e+09,8.835802e+08,-1.715781e+18,-1.390046e+18,-1.743174e+18,4.140927e+09,1.255079e+19,4.987833e+08,6.561770e+08,2.546728e+17,1.718378e+18,-1.513984e+17,3,57
2.820411e+09,6.565916e+17,9.446468e+07,7.839362e+06,-1.820996e+14,-6.238967e+15,2.412234e+13,1.157083e+09,7.749322e+17,2.175400e+09,3.810171e+08,-3.313639e+17,-3.268289e+17,-3.091495e+17,1.943109e+09,2.784974e+18,1.115370e+08,1.344025e+06,1.030826e+13,-1.095418e+15,4.930581e+11,0,13
2.222305e+09,1.538168e+17,5.866272e+08,1.109374e+07,3.970661e+14,2.246844e+15,3.947773e+14,1.076188e+09,5.927408e+17,3.208347e+09,6.147704e+08,-8.623795e+17,-4.728704e+17,-8.353420e+17,1.452437e+09,1.323790e+18,1.546583e+07,1.474858e+08,3.134245e+15,7.984795e+16,-1.384919e+15,1,53
4.206757e+09,2.350248e+18,3.607437e+08,4.086288e+07,4.934663e+15,6.003818e+16,4.107287e+15,1.704274e+09,9.653389e+17,4.538219e+09,7.753515e+08,-1.406857e+18,-7.520537e+17,-1.515505e+18,3.224731e+09,7.066688e+18,8.444467e+08,1.984510e+08,-6.467503e+16,-1.613604e+17,-2.244942e+16,1,78
3.139054e+09,3.279567e+17,4.287153e+08,7.561480e+06,-1.003324e+14,2.029658e+13,-4.002746e+14,1.473531e+09,1.194628e+18,4.458061e+09,7.251508e+08,-1.296519e+18,-7.904851e+17,-1.271816e+18,2.046109e+09,2.848531e+18,9.399523e+06,7.553212e+07,-1.889055e+15,6.614280e+16,-2.076657e+15,1,92
3.895528e+09,1.989202e+18,4.503398e+08,4.823825e+07,6.431031e+15,6.474310e+16,7.881542e+15,1.446118e+09,1.113326e+18,2.351502e+09,4.790543e+08,-5.032824e+17,-5.027004e+17,-4.429806e+17,2.844712e+09,6.018909e+18,9.242658e+07,2.494658e+08,3.316539e+16,2.528934e+17,2.557132e+16,1,12
5.365949e+09,1.373299e+18,1.597219e+09,5.204225e+07,1.467772e+16,6.052551e+16,1.709386e+16,2.466230e+09,3.028217e+18,6.016511e+09,1.370520e+09,-3.859827e+18,-2.359364e+18,-3.424234e+18,3.633776e+09,8.930224e+18,9.409280e+07,6.155196e+08,1.363811e+17,9.778300e+17,1.277720e+17,1,76
6.714349e+09,5.745638e+18,7.059896e+08,1.680175e+07,-1.039986e+15,-1.848062e+15,-1.045538e+15,2.503146e+09,3.411358e+18,4.324611e+09,7.463144e+08,-1.332455e+18,-1.376528e+18,-1.174654e+18,4.870304e+09,1.823283e+19,9.879873e+07,1.362055e+08,1.585576e+15,3.034086e+16,-4.510106e+15,0,6
3.569245e+09,3.321698e+17,7.159917e+08,8.473253e+06,7.985893e+12,2.108010e+15,6.463415e+13,1.695445e+09,1.718709e+18,4.530002e+09,7.792067e+08,-1.373629e+18,-9.938843e+17,-1.175666e+18,2.266305e+09,3.511742e+18,2.502943e+07,1.455301e+08,3.372173e+15,1.031443e+17,-2.516825e+15,1,0
2.879122e+09,6.586069e+17,5.707074e+08,4.906983e+07,7.497715e+15,3.840818e+16,7.878518e+15,1.260793e+09,6.611727e+17,2.429117e+09,5.462056e+08,-6.272693e+17,-4.439618e+17,-6.445776e+17,2.066013e+09,2.954640e+18,3.541090e+07,2.075877e+08,-3.889997e+13,2.894816e+17,-1.967132e+16,2,90
5.177787e+09,2.310192e+18,4.171657e+08,3.934794e+06,1.981375e+13,6.681588e+14,-2.259094e+13,2.143185e+09,2.345716e+18,5.767616e+09,9.942328e+08,-2.371045e+18,-1.521477e+18,-2.581501e+18,3.647385e+09,9.420564e+18,6.998458e+06,1.046722e+08,-1.371515e+14,5.300970e+16,1.575989e+15,2,98
5.007190e+09,9.423541e+17,1.699415e+09,3.840957e+07,-1.982539e+15,9.073474e+15,-2.988897e+15,2.301696e+09,3.012576e+18,5.466021e+09,1.042745e+09,-2.477943e+18,-1.807247e+18,-2.329221e+18,3.272347e+09,7.503643e+18,8.937603e+07,2.820700e+08,-8.559769e+14,6.246314e+17,-5.448197e+16,3,76
3.216191e+09,2.697257e+17,1.112125e+08,1.735152e+06,-2.410313e+13,-6.373143e+14,-1.462285e+13,1.544113e+09,1.330375e+18,4.014621e+09,7.010445e+08,-1.168704e+18,-8.068992e+17,-1.128809e+18,2.062896e+09,2.941778e+18,2.092027e+07,2.599719e+07,-4.830918e+14,-2.102182e+16,-3.127513e+14,1,46
4.279896e+09,1.670461e+18,4.858922e+08,4.295082e+07,4.221024e+15,4.112371e+16,3.508774e+15,1.690965e+09,1.684251e+18,2.630926e+09,4.340667e+08,-4.566947e+17,-5.579554e+17,-4.427227e+17,2.983392e+09,7.009029e+18,1.090858e+08,1.050551e+08,5.116344e+15,2.666368e+17,-9.815051e+15,1,101
2.760404e+09,2.606018e+17,1.268590e+09,2.622236e+07,3.117543e+15,1.191289e+16,3.078663e+15,1.304924e+09,9.020644e+17,3.587571e+09,6.767199e+08,-1.054307e+18,-6.426820e+17,-1.093638e+18,1.810999e+09,2.134841e+18,9.431108e+07,2.763938e+08,3.091785e+16,2.324902e+17,-1.453713e+15,1,95
4.056243e+09,2.353666e+18,8.659455e+08,2.591695e+07,3.814493e+15,3.751431e+16,4.190297e+15,1.433611e+09,1.195140e+18,2.501937e+09,4.454174e+08,-4.449112e+17,-4.704209e+17,-4.252356e+17,2.963235e+09,6.962337e+18,2.242459e+08,1.611807e+08,1.110304e+16,7.369749e+16,-2.259022e+15,1,43
3.393292e+09,1.293656e+18,5.741424e+08,4.887919e+07,7.242177e+15,4.450142e+16,5.538329e+15,1.321471e+09,9.522230e+17,1.724092e+09,3.063692e+08,-1.937200e+17,-2.750940e+17,-1.714987e+17,2.431572e+09,4.548314e+18,2.049016e+08,1.697993e+08,1.841545e+16,2.352364e+17,-3.606088e+15,0,15
4.962684e+09,1.726456e+18,1.115837e+09,3.363877e+07,6.265339e+15,4.289130e+16,5.354562e+15,2.070684e+09,2.496390e+18,4.749431e+09,7.930223e+08,-1.511578e+18,-1.239495e+18,-1.458518e+18,3.384508e+09,8.363667e+18,1.138055e+08,2.266102e+08,2.110688e+16,4.060942e+17,-1.884679e+16,0,42
5.238094e+09,3.351584e+18,6.105996e+08,1.382173e+07,6.082561e+14,2.301291e+16,6.297009e+14,2.053229e+09,1.875817e+18,5.367711e+09,9.639198e+08,-2.177292e+18,-1.314503e+18,-2.265870e+18,3.868732e+09,1.074459e+19,1.187614e+08,1.891284e+08,6.921660e+15,-1.468036e+17,6.929623e+15,1,93
4.472878e+09,2.093917e+18,6.352882e+07,1.470567e+06,-7.652991e+12,4.236589e+14,-8.331861e+12,1.790510e+09,1.543501e+18,4.077071e+09,7.554462e+08,-1.243113e+18,-9.104518e+17,-1.166358e+18,3.233061e+09,7.607033e+18,1.290030e+08,1.048785e+08,-1.003856e+16,-2.754124e+17,-6.375952e+15,1,96
6.302192e+09,4.441101e+18,1.044152e+09,1.229250e+08,4.245589e+16,2.505763e+17,4.648642e+16,2.396772e+09,3.258417e+18,3.049251e+09,5.558081e+08,-7.199983e+17,-1.002275e+18,-7.235960e+17,4.497383e+09,1.599799e+19,1.264774e+08,3.505580e+08,5.378281e+16,1.273320e+18,-4.627823e+16,0,104
4.169873e+09,1.925272e+18,5.606467e+08,6.091126e+07,8.138389e+15,5.706876e+16,4.009705e+15,1.567980e+09,1.477899e+18,1.993658e+09,3.173028e+08,-2.500132e+17,-3.844930e+17,-2.501677e+17,2.954249e+09,7.145471e+18,7.024573e+07,1.370975e+08,1.043296e+16,3.371536e+17,-7.664681e+15,2,101
3.486168e+09,1.001354e+18,1.421734e+09,5.388534e+07,1.433839e+16,5.250225e+16,1.606806e+16,1.460177e+09,1.063922e+18,3.364899e+09,6.273505e+08,-9.082201e+17,-6.453843e+17,-8.721386e+17,2.454731e+09,4.159456e+18,4.070722e+08,2.098530e+08,3.354339e+16,4.243772e+17,-3.077112e+16,0,55
3.990477e+09,1.798153e+18,1.934512e+08,8.833196e+06,2.375554e+14,1.155564e+16,2.080102e+14,1.475488e+09,1.429983e+18,2.241903e+09,3.522121e+08,-3.121943e+17,-4.205379e+17,-3.438309e+17,2.798297e+09,6.329079e+18,1.198815e+08,6.233250e+07,-4.514191e+14,-2.670133e+16,5.520140e+14,1,100
4.370812e+09,2.896712e+18,7.135274e+08,1.053452e+08,2.401183e+16,1.539475e+17,2.172355e+16,1.544732e+09,1.282683e+18,2.672093e+09,5.126497e+08,-5.939525e+17,-5.769156e+17,-5.722933e+17,3.239399e+09,8.066143e+18,4.949764e+08,4.809139e+08,2.208700e+17,5.584824e+17,2.144612e+17,1,69
4.925435e+09,1.338021e+18,3.087316e+09,8.476803e+07,1.877714e+16,5.763179e+16,1.283200e+16,2.234605e+09,2.384728e+18,6.272131e+09,1.241735e+09,-3.460629e+18,-1.916066e+18,-3.250322e+18,3.382720e+09,7.602045e+18,4.282485e+08,4.886836e+08,7.188206e+16,1.061107e+18,-1.983142e+17,3,66
3.508184e+09,8.708677e+17,2.223527e+09,6.950779e+07,1.348078e+16,4.447775e+16,1.518668e+16,1.524568e+09,1.127130e+18,3.655855e+09,7.027805e+08,-9.896242e+17,-6.957151e+17,-1.037624e+18,2.448354e+09,3.980609e+18,6.794958e+08,2.697712e+08,7.968641e+16,5.379159e+17,-3.388915e+16,3,55
4.440767e+09,2.449839e+18,2.123576e+08,2.440766e+07,1.401047e+15,2.086862e+16,-3.236965e+14,1.740719e+09,1.335562e+18,4.062057e+09,8.437492e+08,-1.526969e+18,-9.640068e+17,-1.362000e+18,3.289546e+09,7.313835e+18,6.834476e+07,1.098911e+08,-4.352653e+15,1.146877e+17,4.458116e+14,0,78
3.810132e+09,1.182855e+18,3.846001e+08,2.693083e+07,1.800063e+15,2.356317e+16,1.710984e+15,1.590452e+09,1.285420e+18,3.808903e+09,7.888088e+08,-1.366742e+18,-8.941151e+17,-1.314223e+18,2.676625e+09,4.943681e+18,3.265023e+07,1.515373e+08,-3.786193e+15,9.255097e+16,-8.652400e+15,2,71
5.378964e+09,2.425718e+18,2.830736e+08,2.461587e+07,1.034286e+14,-6.966370e+15,-2.229502e+15,2.337042e+09,2.343997e+18,6.599747e+09,1.338883e+09,-3.639060e+18,-1.973680e+18,-3.405262e+18,3.850505e+09,1.023052e+19,1.679824e+07,7.927758e+07,-3.690188e+14,-1.761521e+17,-5.455863e+14,0,67
3.753719e+09,1.103883e+18,5.358229e+08,1.269730e+07,-8.661742e+14,-5.095787e+15,-8.769881e+14,1.616367e+09,1.327949e+18,4.411502e+09,7.585036e+08,-1.370227e+18,-8.649780e+17,-1.256308e+18,2.601378e+09,4.621669e+18,1.689062e+07,1.214271e+08,-5.168613e+15,1.716868e+17,-4.403498e+15,0,10
4.987829e+09,2.758892e+18,1.218156e+09,3.236796e+07,3.832025e+15,4.321848e+16,2.695336e+15,1.934083e+09,2.036547e+18,3.887618e+09,6.870526e+08,-1.033198e+18,-9.327690e+17,-1.147620e+18,3.567708e+09,9.452493e+18,2.104376e+08,1.728325e+08,1.094723e+16,4.900870e+17,-1.903665e+16,3,91
4.380568e+09,1.947787e+18,2.440576e+08,2.455909e+07,1.674012e+15,3.364565e+16,1.524680e+15,1.678741e+09,1.711045e+18,2.726085e+09,4.637272e+08,-5.078944e+17,-5.984444e+17,-5.023180e+17,3.072797e+09,7.418221e+18,3.017903e+07,8.280106e+07,-2.407087e+14,1.921438e+17,-4.902843e+15,3,101
3.345720e+09,8.609880e+17,6.540944e+07,2.930731e+06,4.053189e+13,2.350933e+15,4.182538e+13,1.365535e+09,1.108047e+18,2.464961e+09,4.667999e+08,-4.834282e+17,-4.845523e+17,-4.981370e+17,2.293109e+09,3.924612e+18,6.120070e+07,7.701775e+07,5.247713e+15,-1.793150e+16,3.978220e+15,0,1
1.635692e+10,3.597267e+19,1.020042e+09,8.678653e+07,2.572929e+16,5.025890e+17,2.994169e+16,6.171174e+09,1.820895e+19,1.484577e+10,2.954636e+09,-1.908976e+19,-1.247126e+19,-1.633740e+19,1.211150e+10,1.040085e+20,6.233293e+09,2.081063e+09,5.561471e+17,-1.255040e+19,-7.637271e+17,2,72
4.821137e+09,3.858000e+17,4.487327e+08,6.518099e+06,3.458119e+14,3.711363e+15,3.849433e+14,2.488576e+09,2.959283e+18,1.102076e+10,2.200387e+09,-1.065436e+19,-3.737077e+18,-1.106644e+19,3.103960e+09,5.442629e+18,1.665531e+07,2.514681e+08,-2.994473e+15,-2.274143e+17,1.847457e+15,3,81
5.748623e+09,2.689267e+18,1.533626e+08,1.907168e+07,-7.502835e+14,-2.413086e+16,-4.479406e+14,2.503601e+09,2.839964e+18,7.610527e+09,1.563867e+09,-5.271292e+18,-2.603377e+18,-4.940238e+18,4.066571e+09,1.101154e+19,2.636136e+07,8.161462e+07,3.661648e+15,-2.705738e+17,1.421714e+15,2,67
4.253496e+09,4.230170e+17,5.393945e+07,2.089637e+06,-2.177048e+13,-1.342539e+15,1.598435e+12,2.091620e+09,2.314747e+18,6.839481e+09,1.248212e+09,-3.609923e+18,-1.890097e+18,-3.427529e+18,2.733206e+09,4.676699e+18,1.588574e+08,2.983417e+07,2.052178e+15,-5.472320e+16,-2.424263e+14,1,70
3.415883e+09,1.045689e+18,1.137201e+09,2.405465e+07,3.978472e+15,2.425826e+16,3.434444e+15,1.363314e+09,1.069412e+18,3.020147e+09,5.306939e+08,-6.525158e+17,-5.407823e+17,-6.394210e+17,2.382160e+09,4.250528e+18,2.368756e+08,1.794653e+08,1.429058e+16,1.398167e+17,-1.671684e+16,0,83
4.342321e+09,1.469266e+18,1.772535e+09,3.489234e+07,8.442024e+15,4.048940e+16,7.628610e+15,1.838689e+09,1.692017e+18,6.425988e+09,1.174571e+09,-2.984755e+18,-1.470845e+18,-2.754712e+18,3.046159e+09,6.380479e+18,3.297328e+08,2.540652e+08,1.214870e+16,5.491638e+17,-6.010269e+16,0,35
3.413095e+09,1.096228e+18,7.102854e+08,2.431512e+07,1.087023e+15,1.841095e+16,1.103676e+15,1.350572e+09,1.033692e+18,2.922208e+09,5.238839e+08,-6.397534e+17,-5.279341e+17,-6.555197e+17,2.396400e+09,4.292757e+18,1.786711e+08,1.597321e+08,8.104424e+15,5.387398e+16,-2.916086e+15,1,83
5.684571e+09,3.875802e+18,1.669207e+09,7.460619e+07,3.869863e+15,5.945931e+16,-1.829522e+15,2.152873e+09,2.449928e+18,4.721631e+09,8.818969e+08,-1.797804e+18,-1.380167e+18,-1.702701e+18,4.119736e+09,1.248599e+19,1.908098e+08,3.461702e+08,4.544408e+16,7.094194e+17,-4.216682e+16,2,51
6.026533e+09,4.004777e+18,3.139855e+08,8.346393e+05,7.709884e+12,1.468891e+15,7.807209e+12,2.416756e+09,2.601722e+18,6.004565e+09,1.028552e+09,-2.381328e+18,-1.610740e+18,-2.246222e+18,4.415303e+09,1.415141e+19,2.354022e+07,6.753535e+07,-2.600881e+15,2.793806e+16,-2.452302e+15,1,35
4.922619e+09,2.227075e+18,6.598510e+08,5.101466e+07,4.014790e+15,3.978858e+16,1.755302e+15,2.046019e+09,1.955971e+18,5.185858e+09,1.008214e+09,-2.269052e+18,-1.396544e+18,-2.309414e+18,3.524696e+09,8.573794e+18,2.403276e+07,2.309877e+08,-1.833041e+15,4.500225e+17,-1.931267e+16,3,75
4.062218e+09,1.678332e+18,1.066288e+07,1.445478e+07,4.486354e+13,1.947247e+15,-1.366245e+14,1.622328e+09,1.314886e+18,3.133133e+09,6.755031e+08,-9.825969e+17,-7.745260e+17,-1.044909e+18,2.916787e+09,6.195521e+18,1.591121e+08,4.171701e+07,-2.775949e+15,5.889200e+16,-1.621183e+15,3,103
3.694448e+09,1.629288e+18,1.309524e+09,1.118729e+08,3.329195e+16,1.179448e+17,2.799272e+16,1.373331e+09,1.106414e+18,2.517443e+09,4.358914e+08,-4.545994e+17,-4.575203e+17,-4.106535e+17,2.644932e+09,5.503427e+18,2.255580e+08,3.286516e+08,6.979888e+16,6.965602e+17,-5.345968e+16,0,29
3.672925e+09,8.016946e+17,6.055962e+08,2.428918e+07,2.938737e+15,2.162054e+16,3.316966e+15,1.596078e+09,1.401781e+18,3.638911e+09,6.465042e+08,-9.879464e+17,-7.641554e+17,-9.278024e+17,2.490004e+09,4.334406e+18,3.387091e+08,2.475420e+08,3.127731e+16,-4.138869e+16,3.177897e+16,0,46
4.188046e+09,1.300385e+18,1.756238e+08,1.524211e+07,-4.046143e+13,1.447511e+15,-9.401363e+14,1.761712e+09,1.748464e+18,3.733887e+09,5.760269e+08,-8.435345e+17,-7.616691e+17,-8.508298e+17,2.866690e+09,6.095081e+18,2.714876e+08,6.262388e+05,4.718258e+12,1.545771e+15,2.267954e+11,3,77
5.953625e+09,5.275141e+18,1.615587e+09,2.867519e+07,5.176053e+15,6.003445e+16,3.855689e+15,2.325132e+09,1.818928e+18,5.907821e+09,1.034259e+09,-2.237884e+18,-1.291412e+18,-2.053756e+18,4.617538e+09,1.578695e+19,2.311886e+08,2.750214e+08,4.594237e+15,8.765376e+17,-2.943972e+16,2,73
3.664732e+09,1.766258e+18,1.540409e+09,1.277755e+08,5.602061e+16,1.691199e+17,6.219689e+16,1.368785e+09,9.399438e+17,2.277728e+09,4.772417e+08,-4.970420e+17,-4.623542e+17,-4.686771e+17,2.695594e+09,5.440972e+18,3.300661e+08,3.605279e+08,7.112212e+16,8.112931e+17,-9.590334e+16,0,52
4.097550e+09,2.478999e+18,9.249958e+08,8.740083e+07,2.413916e+16,1.373027e+17,2.722278e+16,1.424880e+09,1.208405e+18,2.407498e+09,3.980138e+08,-3.890446e+17,-4.373100e+17,-3.673398e+17,2.999081e+09,7.146795e+18,2.005641e+08,2.998114e+08,6.560346e+16,5.420618e+17,-4.414678e+15,2,69
3.288965e+09,7.962650e+17,5.314171e+08,1.045668e+07,6.462588e+14,8.902235e+15,7.818979e+14,1.423692e+09,9.846105e+17,3.891805e+09,8.069365e+08,-1.205134e+18,-7.296638e+17,-1.007938e+18,2.316019e+09,3.486873e+18,4.363931e+08,1.020377e+08,-4.308800e+15,1.880674e+17,-7.296358e+15,0,80
5.462280e+09,4.284848e+18,1.138153e+09,2.474793e+07,2.725622e+15,4.288164e+16,3.386255e+15,1.930008e+09,2.164185e+18,3.462141e+09,5.411861e+08,-7.399371e+17,-7.955727e+17,-6.760604e+17,3.992679e+09,1.260310e+19,8.456569e+08,2.791951e+08,2.510522e+16,-1.676732e+17,3.461863e+16,2,54
6.399921e+09,6.782036e+18,6.084351e+08,3.725219e+07,-3.587715e+15,-6.617328e+16,2.637683e+15,2.208878e+09,2.532699e+18,4.245072e+09,7.322347e+08,-1.290517e+18,-1.165053e+18,-1.355431e+18,4.809361e+09,1.767434e+19,9.992012e+08,2.896165e+08,-7.135136e+16,-9.694203e+17,-7.180593e+16,0,44
3.108250e+09,6.540149e+17,3.206965e+08,1.247117e+07,-7.634551e+14,-9.602813e+15,-2.023620e+14,1.362519e+09,9.287463e+17,3.565215e+09,6.829991e+08,-9.735961e+17,-6.262737e+17,-8.697700e+17,2.152436e+09,3.047654e+18,3.601333e+08,4.975921e+07,-1.222576e+15,8.685780e+16,-1.653418e+14,2,80
5.971296e+09,5.140539e+18,3.981753e+09,2.794270e+08,2.910895e+17,6.302238e+17,2.528728e+17,2.194040e+09,2.328445e+18,5.226886e+09,1.018893e+09,-2.332613e+18,-1.545891e+18,-2.420130e+18,4.445418e+09,1.427418e+19,7.589265e+08,9.716004e+08,6.263579e+17,2.763652e+18,-4.089093e+17,3,93
3.992930e+09,5.692055e+17,4.742073e+07,4.136045e+05,8.008949e+10,-2.255427e+14,2.140502e+12,1.834418e+09,2.007000e+18,3.838522e+09,6.075499e+08,-9.277100e+17,-8.606905e+17,-9.742443e+17,2.577323e+09,4.868773e+18,3.035337e+08,9.612597e+07,-1.594532e+16,-2.105890e+17,-1.791549e+16,1,86
2.957390e+09,8.432906e+17,4.730374e+08,1.516999e+07,2.751359e+14,4.586046e+15,-4.155411e+14,1.141128e+09,8.094223e+17,1.704390e+09,2.776226e+08,-1.905109e+17,-2.493980e+17,-1.767760e+17,2.059135e+09,3.301406e+18,1.173470e+08,6.147906e+07,2.957807e+15,1.116978e+17,4.317956e+14,0,18
3.741216e+09,5.766199e+17,2.807487e+09,5.696443e+07,8.433299e+15,2.629274e+16,8.517102e+15,1.726222e+09,1.592057e+18,5.642857e+09,1.026770e+09,-2.450926e+18,-1.289382e+18,-2.323981e+18,2.479655e+09,4.152605e+18,3.692685e+08,4.512030e+08,1.022495e+17,6.365149e+17,-8.453265e+16,0,37
3.645825e+09,5.142705e+17,1.761432e+07,3.085067e+06,1.459945e+13,1.799136e+15,2.426457e+13,1.738516e+09,1.473218e+18,5.189800e+09,1.009629e+09,-2.272515e+18,-1.211245e+18,-2.362130e+18,2.433777e+09,3.654732e+18,1.181619e+08,4.980810e+07,-1.035799e+15,1.366721e+16,-6.763779e+14,0,56
5.219000e+09,1.720036e+18,3.005889e+09,1.118706e+08,6.378378e+16,1.455047e+17,7.494486e+16,2.352714e+09,2.446894e+18,5.778046e+09,1.293410e+09,-3.480784e+18,-2.003879e+18,-3.365099e+18,3.654748e+09,8.836060e+18,4.079701e+08,6.439396e+08,1.031240e+17,1.392889e+18,-2.246039e+17,1,61
5.326794e+09,1.863670e+18,3.575199e+07,2.048381e+06,-8.099500e+12,1.639261e+15,1.165341e+13,2.333317e+09,2.830918e+18,5.931666e+09,1.365338e+09,-3.745422e+18,-2.236529e+18,-3.260366e+18,3.662428e+09,9.082153e+18,5.223901e+08,2.477554e+08,8.115268e+16,-5.268060e+16,4.647304e+16,1,79
5.821255e+09,7.853628e+17,3.038402e+08,5.693709e+06,2.287334e+14,-4.281932e+15,2.378065e+14,2.862010e+09,4.514216e+18,9.022452e+09,1.494902e+09,-5.481008e+18,-3.175880e+18,-5.618528e+18,3.698570e+09,9.044372e+18,1.940302e+08,4.694254e+07,-4.474186e+15,8.041357e+16,-2.516052e+15,1,99
4.278755e+09,1.308667e+18,6.741865e+08,3.445386e+06,-6.160157e+13,5.132579e+14,-6.940535e+13,1.912947e+09,1.510704e+18,6.304044e+09,1.127552e+09,-2.877212e+18,-1.340962e+18,-2.754616e+18,3.055343e+09,6.319557e+18,7.339660e+08,1.138634e+08,1.454344e+16,2.861714e+17,1.554338e+16,0,73
